,Ticker,Opening Price,Closing Price,Date
3688,VEDL,6.09,4.9,2008-11-07
3689,VEDL,5.52,4.01,2008-10-24
3690,VEDL,6.33,5.32,2008-10-17
3691,VEDL,7.24,5.75,2008-10-10
3692,VEDL,9.18,7.64,2008-10-03
3693,VEDL,13.62,11.0,2008-09-12
3694,VEDL,15.61,13.92,2008-07-18
3695,VEDL,21.62,19.44,2008-02-08
3696,VEDL,26.0,22.4,2008-01-18
3697,VEDL,25.5,22.3,2007-11-23
3698,VEDL,23.8,20.02,2007-10-19
3699,VEDL,15.61,13.63,2007-08-17
3700,VEDL,18.21,16.04,2007-07-27
3701,CNK,14.92,12.95,2010-07-02
3702,CNK,8.48,7.3,2008-11-21
3703,CNK,11.76,8.62,2008-10-24
3704,CNK,13.12,11.59,2008-10-10
3705,CNK,14.6,12.89,2008-03-28
3706,CNK,14.7,13.17,2008-03-07
3707,CNK,15.65,14.02,2008-02-08
3708,CNK,15.75,13.65,2008-01-11
3709,KMI,14.87,13.0,2016-01-15
3710,KMI,23.82,16.82,2015-12-04
3711,KMI,26.14,23.35,2015-11-13
3712,KMI,27.19,23.82,2011-08-19
3713,LTC,26.56,23.79,2011-08-05
3714,LTC,19.31,17.0,2009-03-20
3715,LTC,22.41,19.2,2009-02-13
3716,LTC,18.89,16.2,2008-11-21
3717,LTC,22.14,19.04,2008-11-14
3718,LTC,23.1,20.18,2008-10-24
3719,LTC,26.43,22.86,2008-10-17
3720,LTC,21.96,19.74,2005-08-12
3721,LTC,8.22,6.3,2002-10-18
3722,LTC,7.7,6.6,2002-07-19
3723,LTC,4.0,3.375,2000-12-01
3724,LTC,3.563,3.188,2000-09-22
3725,LTC,5.813,4.125,2000-08-25
3726,LTC,7.125,5.813,2000-06-16
3727,LTC,7.438,6.438,2000-02-11
3728,SOI,13.54,11.83,2017-08-11
3729,SOI,11.63,9.97,2017-06-09
3730,AMG,155.11,134.23,2016-01-08
3731,AMG,175.01,152.76,2015-12-11
3732,AMG,187.08,167.53,2015-11-13
3733,AMG,88.34,77.1,2011-08-19
3734,AMG,106.23,90.24,2011-08-05
3735,AMG,84.235,74.09,2010-05-07
3736,AMG,67.94,60.22,2009-09-25
3737,AMG,35.16,29.66,2009-03-06
3738,AMG,40.67,35.98,2009-02-27
3739,AMG,45.05,39.26,2009-01-16
3740,AMG,29.5,18.99,2008-11-21
3741,AMG,42.23,29.93,2008-11-14
3742,AMG,54.84,37.82,2008-10-24
3743,AMG,67.53,54.05,2008-10-17
3744,AMG,75.85,64.96,2008-10-10
3745,AMG,85.0,74.86,2008-10-03
3746,AMG,102.32,90.61,2008-01-18
3747,AMG,83.32,55.76,2004-04-02
3748,AMG,45.12,40.55,2002-10-04
3749,AMG,53.85,43.65,2002-07-19
3750,AMG,60.33,53.83,2002-07-12
3751,AMG,63.6,56.1,2001-09-21
3752,AMG,57.5,49.38,2000-11-24
3753,AMG,64.25,56.06,2000-11-10
3754,AMG,36.5,32.69,2000-05-12
3755,AMG,41.38,36.94,2000-04-14
3756,AMG,47.5,41.38,2000-04-07
3757,AGCO,49.2,43.97,2015-12-18
3758,AGCO,54.31,48.84,2015-08-21
3759,AGCO,43.28,38.56,2012-05-18
3760,AGCO,42.49,37.61,2011-09-23
3761,AGCO,40.65,35.14,2011-08-19
3762,AGCO,48.48,39.74,2011-08-05
3763,AGCO,34.83,30.3,2010-05-14
3764,AGCO,19.5,16.95,2009-02-20
3765,AGCO,26.42,20.47,2009-02-13
3766,AGCO,25.27,20.96,2009-01-16
3767,AGCO,24.05,20.2,2008-12-05
3768,AGCO,31.36,28.06,2008-11-07
3769,AGCO,31.08,24.02,2008-10-24
3770,AGCO,37.53,30.63,2008-10-17
3771,AGCO,45.06,35.62,2008-10-03
3772,AGCO,61.56,53.95,2008-09-05
3773,AGCO,69.35,59.18,2008-05-02
3774,AGCO,64.37,57.81,2008-01-18
3775,AGCO,43.8,38.82,2007-07-27
3776,AGCO,16.86,14.92,2005-10-28
3777,AGCO,20.16,17.47,2004-02-06
3778,AGCO,20.32,16.93,2003-06-27
3779,AGCO,22.0,18.51,2003-01-17
3780,AGCO,17.4,15.46,2002-07-19
3781,AGCO,20.16,17.46,2002-07-12
3782,AGCO,10.3,8.55,2001-09-21
3783,AGCO,9.75,8.07,2001-04-06
3784,AGCO,10.75,9.48,2001-03-23
3785,AGCO,12.12,10.0,2000-08-18
3786,AGCO,12.19,10.69,2000-06-23
3787,AGCO,11.38,10.19,2000-02-11
3788,AGCO,12.81,11.44,2000-01-28
3789,SAIC,74.12,61.06,2017-09-08
3790,SAIC,85.15,74.4,2017-03-31
3791,SAIC,48.82,42.35,2015-09-04
3792,ASB,12.19,10.7,2011-08-12
3793,ASB,14.56,13.06,2010-05-07
3794,ASB,12.56,11.14,2009-11-13
3795,ASB,11.27,10.02,2009-08-28
3796,ASB,12.05,10.45,2009-07-17
3797,ASB,13.37,11.73,2009-07-02
3798,ASB,15.83,13.92,2009-05-22
3799,ASB,18.04,15.66,2009-05-15
3800,ASB,14.04,11.0,2009-03-06
3801,ASB,16.45,14.58,2009-02-13
3802,ASB,21.24,17.53,2009-01-09
3803,ASB,22.02,19.61,2008-11-07
3804,ASB,21.87,16.86,2008-10-10
3805,ASB,23.8,20.95,2008-06-20
3806,ASB,41.75,28.25,2004-05-14
3807,EQR,62.45,55.66,2011-08-05
3808,EQR,19.89,16.99,2009-03-20
3809,EQR,20.72,17.6,2009-02-27
3810,EQR,33.57,27.66,2008-11-14
3811,EQR,41.49,32.51,2008-10-17
3812,EQR,44.61,39.14,2008-10-03
3813,EQR,40.08,34.62,2007-12-14
3814,EQR,45.78,40.57,2007-07-27
3815,EQR,55.47,27.8,2001-10-12
3816,CTL,21.84,19.16,2017-08-18
3817,CTL,27.2,23.05,2016-11-04
3818,CTL,41.29,33.02,2013-02-15
3819,CTL,37.61,33.72,2011-08-05
3820,CTL,25.06,22.01,2008-11-21
3821,CTL,37.11,30.28,2008-10-10
3822,CTL,36.13,32.51,2008-06-13
3823,CTL,40.67,35.96,2008-01-11
3824,CTL,31.43,26.4,2004-01-30
3825,CTL,28.35,24.86,2002-07-19
3826,CTL,36.11,30.45,2001-02-02
3827,CTL,32.25,24.5,2000-04-28
3828,CTL,44.13,37.69,2000-01-28
3829,ALSN,18.31,16.35,2012-07-13
3830,FCF,6.37,5.64,2010-05-21
3831,FCF,6.61,5.46,2010-05-07
3832,FCF,7.33,6.55,2010-04-30
3833,FCF,5.32,4.65,2009-11-06
3834,FCF,5.61,4.96,2009-10-23
3835,FCF,8.1,7.02,2009-05-22
3836,FCF,9.56,7.95,2009-05-15
3837,FCF,8.15,6.59,2009-03-06
3838,FCF,13.63,11.88,2008-10-24
3839,FCF,11.14,10.0,2008-06-06
3840,FCF,10.6401,9.56,2008-01-04
3841,FCF,11.86,10.64,2007-12-14
3842,FCF,11.31,10.17,2007-11-02
3843,FCF,14.7,13.18,2001-07-06
3844,FCF,11.5,9.75,2000-05-05
3845,FCF,10.06,8.62,2000-03-31
3846,FCF,11.81,10.38,2000-01-28
3847,FSB,39.45,34.8,2017-07-28
3848,FSB,35.85,31.8,2016-10-21
3849,SCHW,29.78,26.23,2014-10-10
3850,SCHW,19.38,17.22,2010-05-07
3851,SCHW,18.61,16.71,2008-12-12
3852,SCHW,19.29,16.61,2008-11-14
3853,SCHW,21.19,16.29,2008-10-24
3854,SCHW,22.1,19.76,2008-02-08
3855,SCHW,22.64,20.03,2007-07-20
3856,SCHW,7.98,7.14,2003-03-07
3857,SCHW,11.6,9.48,2003-01-24
3858,SCHW,9.26,8.26,2002-08-02
3859,SCHW,10.0,8.97,2002-07-26
3860,SCHW,12.5,11.25,2002-06-14
3861,SCHW,12.35,11.01,2002-04-26
3862,SCHW,16.65,14.87,2002-01-18
3863,SCHW,10.75,9.5,2001-09-21
3864,SCHW,18.15,15.67,2001-06-15
3865,SCHW,20.45,18.39,2001-06-01
3866,SCHW,20.78,18.24,2001-03-09
3867,SCHW,23.0,20.32,2001-02-23
3868,SCHW,35.63,31.0,2000-10-06
3869,SCHW,37.69,33.5,2000-06-02
3870,SCHW,54.19,40.5,2000-04-14
3871,SCHW,63.81,57.0,2000-03-31
3872,WMLP,3.27,2.7,2017-08-18
3873,WMLP,2.74,2.34,2017-07-28
3874,WMLP,3.3,2.21,2017-06-30
3875,WMLP,3.7,3.09,2017-05-19
3876,WMLP,4.12,3.51,2017-05-12
3877,WMLP,4.95,4.05,2017-05-05
3878,WMLP,6.02,5.14,2016-11-25
3879,WMLP,5.39,4.6,2016-06-17
3880,WMLP,6.12,5.4386,2016-05-06
3881,WMLP,4.37,3.25,2016-01-08
3882,WMLP,5.21,4.0,2015-12-31
3883,WMLP,3.84,2.83,2015-12-11
3884,WMLP,5.0001,4.17,2015-11-27
3885,WMLP,5.59,5.0,2015-11-20
3886,WMLP,6.5,5.76,2015-11-13
3887,WMLP,7.57,6.5405,2015-07-31
3888,WMLP,14.16,12.7116,2015-01-09
3889,WMLP,1.1,0.99,2014-12-19
3890,WMLP,1.013,0.85,2014-06-27
3891,WMLP,1.164,1.04,2014-05-23
3892,WMLP,1.37,1.1499,2013-12-13
3893,WMLP,1.3592,1.2101,2013-11-22
3894,WMLP,1.54,1.3601,2013-11-08
3895,WMLP,2.66,2.33,2013-08-09
3896,WMLP,2.71,2.3,2013-07-05
3897,WMLP,2.76,2.48,2013-06-14
3898,WMLP,3.16,2.7,2013-06-07
3899,WMLP,3.07,2.6,2013-02-22
3900,WMLP,3.7,3.03,2013-02-15
3901,WMLP,5.9,3.69,2013-02-01
3902,WMLP,5.2,4.59,2012-12-14
3903,WMLP,5.84,5.2,2012-12-07
3904,WMLP,5.74,4.79,2012-11-16
3905,WMLP,8.45,5.74,2012-11-09
3906,WMLP,9.76,8.36,2012-11-02
3907,WMLP,8.73,7.24,2012-05-11
3908,WMLP,9.17,7.31,2012-03-16
3909,WMLP,14.15,8.0,2012-03-02
3910,WMLP,16.2,14.28,2012-02-17
3911,WMLP,17.0,15.04,2011-09-30
3912,WMLP,20.72,17.8,2011-08-05
3913,WMLP,22.31,20.06,2011-07-29
3914,TDC,37.09,30.0,2015-08-07
3915,TDC,44.97,39.63,2014-05-09
3916,TDC,52.25,42.64,2013-10-18
3917,TDC,55.59,43.35,2011-08-19
3918,TDC,14.6,12.01,2008-11-14
3919,TDC,16.73,14.67,2008-10-24
3920,TDC,20.26,17.1,2008-10-03
3921,TDC,27.97,24.77,2007-11-09
3922,SQ,47.21,38.22,2017-12-01
3923,SQ,14.9,10.22,2016-05-06
3924,SQ,9.87,8.77,2016-01-29
3925,SQ,11.43,10.27,2016-01-15
3926,SQ,12.75,11.31,2016-01-08
3927,ABC,94.3,80.83,2017-08-04
3928,ABC,80.34,69.14,2016-10-28
3929,ABC,85.19,76.52,2016-05-06
3930,ABC,36.31,18.31,2009-06-19
3931,ABC,35.9,31.76,2009-02-27
3932,ABC,36.14,29.45,2008-10-10
3933,ABC,81.55,41.4,2005-12-30
3934,ABC,63.7,54.0,2004-01-02
3935,ABC,51.97,46.76,2003-03-14
3936,ABC,57.16,51.3,2002-12-20
3937,ABC,71.9,61.0,2002-07-12
3938,ABC,62.3,56.0,2001-11-09
3939,ABC,49.0,42.06,2001-01-19
3940,ABC,50.25,45.12,2001-01-05
3941,ABC,47.62,42.75,2000-12-08
3942,ABC,34.56,30.44,2000-07-14
3943,ABC,14.56,13.0,2000-03-10
3944,ABC,15.75,14.0,2000-02-25
3945,DEO,29.06,24.81,2000-03-10
3946,DEO,34.63,30.94,2000-02-25
3947,SYT,34.04,29.72,2008-11-21
3948,SYT,35.44,28.7,2008-10-17
3949,SYT,44.03,35.53,2008-10-03
3950,SYT,59.56,52.95,2008-07-18
3951,SYT,55.44,48.55,2008-01-18
3952,SYT,11.95,10.66,2002-07-19
3953,OA,87.38,73.63,2016-08-12
3954,OA,138.03,63.42,2015-02-13
3955,OA,151.54,135.47,2014-05-16
3956,OA,88.96,78.97,2010-01-29
3957,OA,85.01,74.96,2008-10-24
3958,OA,88.0,77.72,2008-10-10
3959,OA,63.8,56.92,2002-10-18
3960,OA,103.0,66.64,2002-06-14
3961,OA,98.7,86.4,2001-06-22
3962,OA,98.75,58.5,2000-12-01
3963,RGS,10.9,9.13,2017-05-05
3964,RGS,15.7,13.67,2016-04-29
3965,RGS,19.3199,16.0,2012-10-26
3966,RGS,19.29,16.28,2010-12-17
3967,RGS,20.88,18.68,2010-11-19
3968,RGS,15.52,13.87,2010-07-09
3969,RGS,14.65,12.23,2009-07-10
3970,RGS,18.47,16.39,2009-05-15
3971,RGS,12.56,11.2,2009-01-16
3972,RGS,14.59,12.82,2009-01-09
3973,RGS,11.89,10.01,2008-11-14
3974,RGS,15.67,12.85,2008-10-24
3975,RGS,19.23,15.51,2008-10-17
3976,RGS,25.92,18.15,2008-10-10
3977,RGS,31.66,27.05,2008-08-22
3978,RGS,26.73,24.03,2008-01-11
3979,RGS,41.89,36.15,2005-04-15
3980,RGS,46.5,41.15,2005-01-07
3981,RGS,26.95,23.35,2003-02-07
3982,RGS,27.02,23.79,2002-07-12
3983,RGS,20.95,18.82,2001-09-21
3984,RGS,15.88,11.69,2000-04-28
3985,RGS,17.5,15.06,2000-02-11
3986,DVD,2.2,1.95,2017-10-20
3987,DVD,2.35,2.1,2017-06-23
3988,DVD,1.14,1.01,2011-12-23
3989,DVD,1.32,1.0,2011-11-04
3990,DVD,1.15,1.0199,2011-10-28
3991,DVD,1.75,1.51,2011-08-19
3992,DVD,2.25,2.0,2011-02-25
3993,DVD,2.4,2.14,2010-02-05
3994,DVD,2.28,2.0,2009-12-24
3995,DVD,1.62,1.42,2009-06-26
3996,DVD,1.75,1.56,2009-05-15
3997,DVD,1.88,1.68,2009-04-24
3998,DVD,2.27,1.4,2009-02-27
3999,DVD,2.59,2.31,2009-02-13
4000,DVD,1.35,1.17,2009-01-23
4001,DVD,1.56,1.34,2009-01-16
4002,DVD,1.48,1.08,2008-12-12
4003,DVD,1.73,1.16,2008-11-21
4004,DVD,2.01,1.72,2008-11-14
4005,DVD,3.42,2.05,2008-10-24
4006,DVD,4.82,3.37,2008-10-17
4007,DVD,5.11,4.42,2008-10-10
4008,DVD,4.62,4.14,2008-07-11
4009,DVD,5.9,4.92,2008-06-27
4010,DVD,6.63,5.75,2008-03-20
4011,DVD,6.06,5.37,2006-02-03
4012,DVD,5.59,5.0,2005-02-18
4013,DVD,5.5,4.0,2004-04-30
4014,DVD,4.2,3.77,2003-12-05
4015,DVD,4.44,3.97,2003-08-01
4016,DVD,3.95,3.36,2003-04-25
4017,DVD,3.7,3.3,2003-03-28
4018,DVD,4.07,3.65,2003-02-14
4019,DVD,4.75,4.18,2003-01-10
4020,DVD,5.37,4.12,2002-08-02
4021,DVD,6.75,5.99,2002-05-31
4022,DVD,13.7,12.0,2001-09-21
4023,DVD,13.31,11.5,2000-10-06
4024,DVD,13.75,12.0,2000-04-14
4025,DVD,14.25,12.69,2000-03-03
4026,CRS,38.36,34.48,2016-12-02
4027,CRS,40.57,31.72,2016-10-28
4028,CRS,31.56,28.37,2015-12-18
4029,CRS,52.42,45.87,2011-09-23
4030,CRS,49.45,43.68,2011-08-19
4031,CRS,58.51,48.77,2011-08-05
4032,CRS,36.59,32.53,2010-08-13
4033,CRS,36.31,32.25,2010-07-02
4034,CRS,23.95,21.53,2009-10-23
4035,CRS,19.62,16.87,2009-07-10
4036,CRS,21.74,19.48,2009-05-15
4037,CRS,15.52,13.7,2009-02-27
4038,CRS,15.83,13.23,2008-11-21
4039,CRS,18.3,15.97,2008-11-14
4040,CRS,23.61,18.88,2008-10-10
4041,CRS,27.21,24.4,2008-10-03
4042,CRS,32.42,28.01,2008-09-26
4043,CRS,38.61,34.04,2008-09-05
4044,CRS,54.96,48.02,2008-06-06
4045,CRS,72.22,64.6,2008-01-11
4046,CRS,142.39,70.74,2007-11-16
4047,CRS,147.0,117.0,2007-07-27
4048,CRS,104.45,93.48,2006-07-28
4049,CRS,119.6,107.52,2006-07-14
4050,CRS,121.15,104.16,2006-06-09
4051,CRS,57.6,51.4,2005-06-24
4052,CRS,61.68,54.77,2005-04-15
4053,CRS,50.15,41.25,2004-10-15
4054,CRS,31.97,27.31,2004-04-30
4055,CRS,12.2,10.59,2002-10-11
4056,CRS,15.48,12.25,2002-10-04
4057,CRS,19.45,16.74,2002-09-20
4058,CRS,26.9,20.76,2001-09-21
4059,CRS,38.25,34.13,2000-12-15
4060,AGD,7.13,6.1,2011-08-05
4061,AGD,8.94,6.27,2010-06-25
4062,AGD,9.04,7.99,2010-05-21
4063,AGD,11.01,9.35,2010-05-07
4064,AGD,10.25,9.19,2009-09-25
4065,AGD,8.6,7.45,2009-06-12
4066,AGD,7.44,6.38,2009-04-24
4067,AGD,5.75,4.5,2009-03-06
4068,AGD,7.6,6.18,2009-02-20
4069,AGD,7.45,5.69,2008-11-21
4070,AGD,8.75,7.4199,2008-11-14
4071,AGD,9.5,6.1,2008-10-10
4072,AGD,13.0,10.12,2008-09-12
4073,AGD,16.7,15.03,2008-06-27
4074,AGD,21.5,18.58,2008-01-18
4075,GNW,3.79,3.4,2017-10-27
4076,GNW,3.84,3.43,2017-01-27
4077,GNW,4.95,3.98,2016-10-28
4078,GNW,3.0,2.58,2016-07-01
4079,GNW,3.03,2.67,2016-03-24
4080,GNW,2.12,1.7,2016-02-12
4081,GNW,2.74,2.18,2016-02-05
4082,GNW,3.15,2.48,2016-01-15
4083,GNW,3.66,3.09,2016-01-08
4084,GNW,4.6,3.81,2015-12-11
4085,GNW,5.23,4.59,2015-08-21
4086,GNW,7.01,4.82,2015-08-07
4087,GNW,14.01,8.41,2014-11-07
4088,GNW,16.35,13.07,2014-08-01
4089,GNW,17.78,16.0,2014-04-11
4090,GNW,5.08,4.32,2012-08-03
4091,GNW,5.72,4.88,2012-05-18
4092,GNW,7.72,6.06,2012-04-20
4093,GNW,6.9,6.09,2011-11-18
4094,GNW,5.7,5.13,2011-10-07
4095,GNW,6.0,5.09,2011-09-23
4096,GNW,8.44,6.78,2011-08-05
4097,GNW,13.5,11.33,2010-10-29
4098,GNW,15.25,13.58,2010-07-30
4099,GNW,14.13,12.66,2010-07-02
4100,GNW,16.52,14.53,2010-05-07
4101,GNW,19.08,16.52,2010-04-30
4102,GNW,6.14,5.35,2009-07-10
4103,GNW,1.13,0.84,2009-03-06
4104,GNW,1.69,1.21,2009-02-27
4105,GNW,2.2,1.47,2009-02-20
4106,GNW,2.74,2.33,2009-02-13
4107,GNW,2.96,2.38,2009-01-16
4108,GNW,1.95,0.9,2008-11-21
4109,GNW,3.15,1.47,2008-11-14
4110,GNW,4.78,2.67,2008-11-07
4111,GNW,5.82,5.14,2008-10-24
4112,GNW,7.3,3.5,2008-10-10
4113,GNW,14.75,8.14,2008-09-26
4114,GNW,17.99,15.11,2008-09-12
4115,GNW,24.42,21.86,2008-01-18
4116,GNW,27.73,24.59,2007-12-14
4117,DYN,7.13,6.38,2017-04-21
4118,DYN,9.2,7.74,2016-12-02
4119,DYN,10.89,8.31,2016-11-04
4120,DYN,12.46,10.81,2016-10-28
4121,DYN,13.98,12.47,2016-08-12
4122,DYN,20.82,18.27,2016-06-10
4123,DYN,11.93,8.45,2016-02-12
4124,DYN,13.16,11.32,2016-01-15
4125,DYN,16.05,11.44,2015-12-04
4126,DYN,22.96,20.49,2015-10-23
4127,DYN,24.87,20.67,2015-09-25
4128,DYN,26.19,22.72,2015-08-07
4129,DYN,28.9,24.94,2015-07-24
4130,APU,45.52,40.0,2012-03-16
4131,APU,28.6,24.51,2009-03-06
4132,APU,30.15,23.76,2008-11-21
4133,APU,30.0,19.59,2008-10-10
4134,APU,36.5,31.14,2008-01-18
4135,APU,23.2,20.35,2001-09-21
4136,APU,18.06,16.0,2000-02-11
4137,BP,45.95,40.93,2011-08-05
4138,BP,30.64,27.02,2010-06-25
4139,BP,38.13,33.97,2010-06-11
4140,BP,59.77,52.15,2010-04-30
4141,BP,50.21,43.9,2008-11-14
4142,BP,47.98,42.59,2008-10-24
4143,BP,46.81,40.55,2008-10-10
4144,DMB,14.15,11.78,2013-06-21
4145,OI,15.0,13.09,2016-01-15
4146,OI,17.13,15.02,2016-01-08
4147,OI,21.2,18.75,2015-11-13
4148,OI,31.48,27.95,2014-09-19
4149,OI,17.76,15.9,2011-09-23
4150,OI,23.55,20.33,2011-08-05
4151,OI,26.52,23.17,2011-07-29
4152,OI,29.53,25.58,2011-06-17
4153,OI,35.72,30.45,2010-05-07
4154,OI,36.61,31.88,2009-10-30
4155,OI,13.77,10.13,2009-03-06
4156,OI,21.28,19.0,2009-01-30
4157,OI,24.28,21.35,2009-01-16
4158,OI,19.66,17.01,2008-11-21
4159,OI,24.0,20.16,2008-11-14
4160,OI,22.01,19.58,2008-10-24
4161,OI,24.52,21.4,2008-10-10
4162,OI,29.52,25.51,2008-10-03
4163,OI,36.92,29.04,2008-09-19
4164,OI,44.95,38.35,2008-09-12
4165,OI,48.63,41.95,2008-06-27
4166,OI,40.05,35.74,2007-08-10
4167,OI,16.39,14.73,2006-07-14
4168,OI,22.25,19.15,2006-02-03
4169,OI,15.98,14.28,2004-07-23
4170,OI,14.06,10.97,2003-01-31
4171,OI,13.95,12.36,2002-07-12
4172,OI,16.2,13.74,2002-06-28
4173,OI,17.8,14.05,2002-04-26
4174,OI,4.96,4.03,2001-09-28
4175,OI,5.2,4.5,2001-09-21
4176,OI,7.15,6.0,2001-07-27
4177,OI,7.4,6.6,2001-06-01
4178,OI,8.1,6.95,2001-04-06
4179,OI,8.53,7.25,2001-03-23
4180,OI,9.3,7.91,2001-02-23
4181,OI,3.438,2.938,2000-12-15
4182,OI,3.688,3.188,2000-12-01
4183,OI,5.75,3.75,2000-11-17
4184,OI,7.5,6.25,2000-10-27
4185,OI,9.188,6.938,2000-10-06
4186,OI,11.94,10.13,2000-09-22
4187,OI,13.44,11.81,2000-09-15
4188,OI,13.38,11.44,2000-05-26
4189,LUK,28.19,23.48,2011-09-23
4190,LUK,34.23,29.4,2011-08-05
4191,LUK,21.18,18.89,2010-07-02
4192,LUK,25.54,22.87,2010-05-07
4193,LUK,24.56,19.84,2009-05-15
4194,LUK,13.89,12.24,2009-03-20
4195,LUK,13.9,10.85,2009-03-06
4196,LUK,18.06,15.92,2009-01-30
4197,LUK,21.0,18.9,2008-12-26
4198,LUK,19.69,14.56,2008-11-21
4199,LUK,24.0,19.88,2008-11-14
4200,LUK,26.84,23.81,2008-11-07
4201,LUK,31.27,22.27,2008-10-24
4202,LUK,37.26,31.83,2008-10-10
4203,LUK,42.95,38.41,2008-10-03
4204,LUK,61.31,28.66,2006-06-16
4205,LUK,27.0,24.06,2000-10-06
4206,LC,4.39,3.51,2017-12-08
4207,LC,5.63,4.3,2017-11-10
4208,LC,6.69,5.63,2017-02-17
4209,LC,5.94,5.15,2016-12-02
4210,LC,5.98,5.38,2016-10-14
4211,LC,4.81,4.26,2016-06-10
4212,LC,5.42,3.51,2016-05-13
4213,LC,7.95,7.1,2016-05-06
4214,LC,8.45,7.38,2016-01-29
4215,LC,9.53,7.73,2016-01-15
4216,LC,10.77,9.49,2016-01-08
4217,LC,13.73,11.48,2015-12-18
4218,LC,14.7,12.72,2015-11-13
4219,LC,13.62,12.14,2015-08-21
4220,LC,17.16,15.25,2015-06-26
4221,LC,22.9,20.37,2015-02-27
4222,LC,22.1,19.08,2015-01-23
4223,WK,16.1,14.05,2016-12-02
4224,WK,12.33,10.99,2016-02-12
4225,WK,14.86,12.41,2016-02-05
4226,WK,14.41,12.28,2015-01-30
4227,PHK,9.87,8.75,2017-02-03
4228,PHK,8.9,7.64,2015-12-11
4229,PHK,9.45,7.97,2015-09-04
4230,PHK,14.15,12.51,2012-10-12
4231,PHK,14.84,12.42,2011-06-10
4232,PHK,12.24,10.85,2009-12-31
4233,PHK,9.2,8.07,2009-07-10
4234,PHK,9.5,8.35,2009-06-12
4235,PHK,5.39,3.67,2009-03-06
4236,PHK,6.5,5.55,2009-02-27
4237,PHK,7.46,6.62,2009-02-20
4238,PHK,4.33,3.14,2008-11-21
4239,PHK,4.97,4.41,2008-11-14
4240,PHK,7.14,6.12,2008-10-24
4241,PHK,7.8,5.07,2008-10-10
4242,PHK,9.54,8.01,2008-10-03
4243,PRLB,53.75,44.45,2016-10-28
4244,PRLB,81.0,59.83,2016-04-29
4245,PRLB,68.49,61.58,2015-10-16
4246,PRLB,86.21,73.16,2013-11-22
4247,PRLB,33.81,28.76,2012-06-29
4248,PRLB,36.42,30.32,2012-05-04
4249,EVF,3.54,3.16,2009-03-06
4250,EVF,3.74,3.1,2008-12-12
4251,EVF,4.0,3.48,2008-12-05
4252,EVF,4.3,3.75,2008-11-21
4253,EVF,4.92,4.0,2008-10-10
4254,EVF,8.65,7.47,2001-09-21
4255,CSLT,4.15,3.6,2017-05-19
4256,CSLT,3.65,3.25,2017-01-27
4257,CSLT,5.05,4.3,2017-01-06
4258,CSLT,5.0,4.2,2016-12-02
4259,CSLT,4.44,3.95,2016-07-01
4260,CSLT,3.64,3.27,2016-05-06
4261,CSLT,3.26,2.66,2016-02-12
4262,CSLT,3.99,3.49,2016-01-15
4263,CSLT,4.4,3.88,2015-12-11
4264,CSLT,5.05,3.86,2015-11-06
4265,CSLT,4.54,4.06,2015-10-02
4266,CSLT,5.45,4.6,2015-09-25
4267,CSLT,7.19,6.06,2015-08-07
4268,CSLT,9.71,8.55,2015-06-19
4269,CSLT,9.2,7.16,2015-02-20
4270,CSLT,10.74,8.78,2015-01-16
4271,CSLT,14.29,12.23,2014-08-01
4272,CSLT,16.47,14.3,2014-07-25
4273,CSLT,17.04,15.17,2014-06-20
4274,CSLT,17.23,15.18,2014-05-30
4275,CSLT,15.03,11.54,2014-05-09
4276,CSLT,19.89,14.06,2014-04-25
4277,CSLT,21.13,17.08,2014-04-11
4278,CSLT,29.4,21.42,2014-03-28
4279,CSLT,40.0,29.35,2014-03-21
4280,GRUB,43.4,38.43,2016-10-28
4281,GRUB,25.46,22.8,2016-05-20
4282,GRUB,21.05,18.85,2016-01-29
4283,GRUB,31.0,23.98,2015-10-30
4284,GRUB,28.47,24.89,2015-09-25
4285,GRUB,34.3,30.69,2015-07-02
4286,GRUB,46.14,40.09,2015-05-01
4287,GRUB,43.76,38.44,2014-08-29
4288,GRUB,35.85,31.26,2014-04-25
4289,AKS,6.08,4.22,2017-11-03
4290,AKS,6.21,5.47,2017-07-28
4291,AKS,7.7,6.38,2017-04-13
4292,AKS,8.25,7.16,2017-03-24
4293,AKS,9.0,8.02,2017-02-24
4294,AKS,9.67,8.07,2017-01-27
4295,AKS,6.2,5.03,2016-08-12
4296,AKS,4.98,4.4,2016-06-24
4297,AKS,3.95,3.46,2016-05-13
4298,AKS,4.7,4.09,2016-05-06
4299,AKS,2.33,1.88,2016-01-15
4300,AKS,2.81,2.29,2015-09-25
4301,AKS,3.15,2.76,2015-08-21
4302,AKS,2.9,2.53,2015-07-24
4303,AKS,3.43,3.02,2015-07-10
4304,AKS,4.11,3.55,2015-07-02
4305,AKS,5.29,4.06,2015-01-16
4306,AKS,7.56,6.62,2014-11-07
4307,AKS,7.75,6.12,2014-10-10
4308,AKS,7.0,6.25,2014-01-24
4309,AKS,5.49,3.57,2012-11-16
4310,AKS,6.9,6.18,2012-05-18
4311,AKS,8.45,7.52,2011-12-16
4312,AKS,8.02,7.04,2011-11-25
4313,AKS,8.15,6.76,2011-09-23
4314,AKS,8.93,7.79,2011-08-19
4315,AKS,12.385,9.12,2011-08-05
4316,AKS,15.59,12.15,2011-07-29
4317,AKS,14.99,13.07,2010-08-13
4318,AKS,13.93,11.71,2010-07-02
