Opening Price,Closing Price,Low Price,Bounce Price,Decline Weeks,Bounce Weeks,Bounce ?,26 Week Close,ROI
111.2,87.25,85.5,98.87,14,9,1,107.10,1.083240619
60.91,51.66,50.98,58.91,5,4,1,66.28,1.125106094
30.44,24.45,14.07,17.01,9,7,1,12.60,0.740740741
22.08,15.02,11.66,13.56,26,4,1,16.93,1.248525074
17.24,11.66,11.66,13.56,0,4,1,16.93,1.248525074
21.49,17.91,12.12,14.27,26,12,1,15.65,1.096706377
12.69,10.7,10.7,13.14,0,3,1,16.61,1.264079148
19,15.92,14.55,16.83,2,2,1,23.51,1.396910279
12.25,6.3,3.14,3.95,21,3,1,8.68,2.197468354
52.67,43.92,22.87,27.67,17,1,1,31.31,1.131550416
32,25.71,18.4,21.19,21,1,1,41.10,1.939594148
65.52,53.66,52.29,66.01,5,3,1,80.29,1.216330859
47.97,39.87,37.11,45.35,2,1,1,46.48,1.02491731
24.46,20.56,10.83,13.03,21,2,1,14.78,1.134305449
17.43,14.05,9.24,10.77,21,1,1,16.41,1.52367688
11.01,5.38,1.65,2.09,21,1,1,5.14,2.459330144
41.77,30.75,14.75,20.62,7,1,1,35.81,1.736663434
28.76,21.76,21.03,25.85,2,1,1,29.54,1.142746615
32.09,26.7,10.32,13.05,21,1,1,15.90,1.218390805
23.61,18.45,10.32,13.05,7,1,1,15.90,1.218390805
16.07,11.83,11.83,14.88,0,3,1,15.89,1.067876344
13.72,11.6,9.5,11.97,4,2,1,14.62,1.2213868
13.15,11.09,5.73,7.32,22,2,1,6.12,0.836065574
12.11,9.68,5.48,7.8,24,1,1,5.85,0.75
18.74,14.18,8.95,11.9,15,1,1,10.00,0.840336134
11.07,9.06,8.95,11.9,4,1,1,10.00,0.840336134
14.3,11.3,8.65,10.85,20,17,1,9.00,0.829493088
13.7,10,7.7,8.95,16,3,1,11.76,1.31396648
12.32,8.7,6.02,7.91,8,6,1,7.19,0.90897598
12.5,9,5.23,6.44,19,1,1,15.56,2.416149068
12.19,9.83,8.92,10.55,4,1,1,11.23,1.064454976
16,12.75,2.81,3.39,25,1,1,8.29,2.445427729
11.4,9.69,6.98,8.34,21,1,1,3.90,0.467625899
10.18,6.9,6.11,7.14,21,3,1,9.32,1.305322129
27.33,18.66,15.77,18.83,17,9,1,20.60,1.093998938
15.76,12.7,10.64,12.59,15,1,1,18.58,1.475774424
70.78,54.8,19.75,23.92,23,9,1,33.50,1.400501672
35.58,29.61,15.58,18.98,10,2,1,29.50,1.55426765
25.43,19.75,15.58,18.98,4,2,1,29.50,1.55426765
20.57,16.36,16.36,20.34,0,3,1,36.24,1.781710914
42.33,29.96,22.82,27.06,21,5,1,31.30,1.15668884
42.94,35.14,34.8,40.3,16,1,1,47.98,1.19057072
35.07,29.28,29.28,38.79,0,2,1,33.60,0.86620263
73.86,38.42,27.72,36.67,13,4,1,46.42,1.26588492
71.75,35.16,33.01,38.25,9,11,1,40.80,1.066666667
17.77,14.02,9.74,12.44,11,3,1,19.76,1.588424437
28.5,21.7,20.16,23.56,6,12,1,32.53,1.380730051
54.63,45.62,24.2,28.41,9,1,1,31.39,1.104892643
44.79,31.42,24.2,28.41,2,1,1,31.39,1.104892643
25,20.98,14.47,17.95,6,1,1,22.90,1.275766017
18.35,15.36,14.47,17.95,1,1,1,22.90,1.275766017
57.65,47.27,16.39,20.78,20,1,1,21.49,1.034167469
36.06,30.37,11.63,13.76,22,2,1,26.19,1.903343023
16.55,13.58,11.63,13.76,1,2,1,26.19,1.903343023
78.15,63.36,60.65,71.42,1,2,1,69.20,0.96891627
87.17,72.89,70.19,81.53,3,14,1,85.30,1.046240648
73.46,60.98,30.84,38.76,9,1,1,46.20,1.191950464
54.59,43.45,30.84,38.76,2,1,1,46.20,1.191950464
19.54,16.19,8.24,15.6,6,2,1,36.65,2.349358974
29.94,24.21,15.25,18.35,19,1,1,21.60,1.177111717
22.32,16.76,12.61,14.94,22,1,1,24.32,1.627844712
15.8,12.61,12.61,14.94,0,1,1,24.32,1.627844712
23.61,10.89,8.63,10.56,26,5,1,8.05,0.762310606
10.5,8.49,2.6,3.48,19,1,1,4.01,1.152298851
43.5,31.94,22.52,26.36,6,1,1,32.26,1.223823976
36.6,29.42,22.52,26.36,1,1,1,32.26,1.223823976
10.48,8.51,8.51,10.28,0,2,1,11.55,1.123540856
80.66,67.15,26.19,34.73,20,1,1,61.16,1.761013533
45.19,38.05,26.19,34.73,3,1,1,61.16,1.761013533
31.9,22.64,22.64,30.15,0,1,1,37.15,1.232172471
33,26.09,26.09,30.55,0,3,1,40.80,1.335515548
18.39,9.6,8.71,10.23,6,8,1,10.92,1.06744868
49.03,38,38,46.67,0,7,1,46.13,0.988429398
14.43,10.92,4.85,14.99,26,15,1,10.05,0.670446965
11.83,10.05,6.24,7.18,10,3,1,9.32,1.298050139
14.62,12.38,10.51,12.75,2,2,1,14.10,1.105882353
16.67,13.61,9.3,10.99,26,25,1,11.41,1.038216561
14.27,11.5,4.56,5.78,7,1,1,11.90,2.058823529
16.42,13.18,11.22,13.05,14,1,1,16.58,1.270498084
22.12,18.76,16.15,19.57,24,5,1,20.39,1.041900869
16.97,9.82,6.84,8.23,13,1,1,5.00,0.607533414
41.9,2.93,1.84,2.27,23,1,1,2.09,0.920704846
11.06,9.24,7.07,8.37,10,13,1,10.28,1.228195938
16.9,11.42,4.52,7.42,6,1,1,6.80,0.916442049
10.06,6.67,5.75,7.19,10,3,1,10.28,1.429763561
12.41,9.73,6.25,7.34,20,22,1,7.03,0.957765668
10.12,7.52,5.33,6.2,17,3,1,5.93,0.956451613
43.99,37.27,22.45,31.73,22,1,1,13.71,0.432083202
51.83,36.4,7.35,12.03,19,1,1,22.64,1.881961762
25.24,19.94,7.35,12.03,5,1,1,22.64,1.881961762
19.98,15.05,13.17,16.97,2,1,1,22.59,1.331172658
23,16.21,13.66,18.4,6,1,1,25.17,1.367934783
18.31,13.66,13.66,18.4,0,1,1,25.17,1.367934783
19.18,16.1,15.1,17.7,1,1,1,26.17,1.478531073
13.77,9.8,9.02,12.99,6,1,1,15.52,1.194765204
12.94,9.02,9.02,12.99,0,1,1,15.52,1.194765204
14.35,11.04,10.57,12.6399,2,1,1,15.77,1.247636453
25,13.74,7.89,9.63,24,2,1,6.27,0.650571132
44.03,35.53,28.7,37.38,2,2,1,41.83,1.119047619
44.3,37.6,31.68,38.38,22,5,1,49.28,1.284002084
15.37,12.95,11.12,13.41,4,1,1,12.43,0.926920209
15.39,12.79,9,11.39,12,1,1,13.25,1.163301141
12.45,10.48,9,11.39,7,1,1,13.25,1.163301141
11.89,9,9,11.39,0,1,1,13.25,1.163301141
48.58,41.11,13.56,18.11,22,1,1,30.84,1.70292656
32,26.75,13.56,18.11,16,1,1,30.84,1.70292656
18.4,14.56,14.56,16.9,0,1,1,36.53,2.161538462
26.56,22.29,22.29,27.67,0,3,1,33.60,1.214311529
20.26,17.1,12.01,14.92,6,4,1,20.60,1.380697051
14.6,12.01,12.01,14.92,0,4,1,20.60,1.380697051
55.59,43.35,43.35,52.55,0,4,1,62.63,1.191817317
52.25,42.64,40.95,47.79,16,6,1,42.48,0.888888889
37.09,30,22.96,26.8,23,7,1,27.18,1.014179104
18.05,13.9,13.83,16.2,2,1,1,19.82,1.22345679
27.13,22.69,22.69,27.08,0,17,1,26.87,0.992245199
28.05,20.82,11.92,14.96,23,1,1,17.56,1.173796791
19.77,15.61,9.94,11.9,20,4,1,18.83,1.582352941
14.64,12.21,9.77,11.31,11,1,1,17.40,1.538461538
30.7,21.34,3.03,3.93,22,1,1,24.36,6.198473282
50.98,42.46,29.19,36.37,8,2,1,35.49,0.975666758
38.75,29.95,29.19,36.37,1,2,1,35.49,0.975666758
14.4,11.07,11.07,13.25,0,1,1,11.33,0.85509434
12.47,10.46,9.42,11.42,1,4,1,22.59,1.978108581
25.38,21.34,14.94,17.33,17,2,1,23.82,1.374495095
17.89,14.94,14.94,17.33,0,2,1,23.82,1.374495095
24.99,20.37,7.88,9.51,21,1,1,22.93,2.411146162
17.95,14.5,7.88,9.51,16,1,1,22.93,2.411146162
13.33,11.01,7.88,9.51,2,1,1,22.93,2.411146162
61.41,51.33,10.06,14.26,21,1,1,14.94,1.047685835
50.54,38.31,7.63,9.6,26,1,1,16.61,1.730208333
14.28,9.67,7.63,9.6,3,1,1,16.61,1.730208333
17.44,14.43,10.6,12.99,8,1,1,22.76,1.752117013
26.81,22.55,17.48,21.14,10,1,1,31.69,1.499053926
22.65,18.39,10.26,13.59,8,2,1,22.78,1.675864606
13.21,10.92,10.26,13.59,1,2,1,22.78,1.675864606
15.67,12.81,12.81,14.97,0,3,1,18.34,1.2251169
20.65,16.28,15.24,19.15,9,1,1,29.53,1.542036554
48.7,40.65,30.24,37.68,7,3,1,36.75,0.975318471
101.64,50.49,45.65,53.91,5,9,1,65.21,1.209608607
31.55,25.5,23.58,27.39,2,1,1,31.00,1.131799927
39.11,30.83,23.5,28.95,13,2,1,26.20,0.905008636
24.6,19.8,19.8,22.95,0,1,1,31.40,1.368191721
33.55,26.2,25.3,29.75,3,6,1,28.88,0.970588235
20.86,17.67,3.7,4.37,26,10,1,8.16,1.867276888
13.62,10.79,2.14,2.57,22,1,1,9.81,3.817120623
13.22,9.82,9.82,13.16,0,6,1,17.02,1.29331307
12.88,10.8,9.09,10.94,7,3,1,15.52,1.418647166
23.91,14.68,11.78,13.63,22,5,1,15.14,1.110785033
13.85,10.37,9.96,14,6,1,1,18.15,1.296428571
16.34,13.04,9.96,14,1,1,1,18.15,1.296428571
17.36,10.17,9.99,11.52,4,2,1,11.24,0.975694444
27.89,22.68,17.21,20.23,19,2,1,36.04,1.781512605
68.64,57.36,57.36,69.01,0,1,1,66.28,0.960440516
18.65,15.2,11.85,13.85,3,3,1,16.40,1.184115523
27.71,22.77,11.84,13.96,22,1,1,19.00,1.361031519
21.64,16.72,11.84,13.96,17,1,1,19.00,1.361031519
15.48,11.84,11.84,13.96,0,1,1,19.00,1.361031519
16.74,14.2,14,17.53,1,2,1,24.35,1.389047347
25.2,21.4,21.4,25.14,0,3,1,27.31,1.086316627
67.78,57.5,42.2,49.42,14,12,1,41.60,0.841764468
19.99,8.8,5.87,7.58,8,1,1,6.51,0.85883905
10.2,8.66,6.12,7.27,8,2,1,10.16,1.397524072
26,21.83,17.97,21.13,4,2,1,28.41,1.344533838
64.78,32.04,27.81,32.55,8,17,1,33.73,1.03625192
49.74,41.01,29.73,35.68,6,1,1,36.26,1.016255605
28.51,22.8,8.23,9.48,19,3,1,25.38,2.67721519
24.76,17.82,8.23,9.48,11,3,1,25.38,2.67721519
12.92,9.86,8.23,9.48,1,3,1,25.38,2.67721519
10.25,6.58,6.58,10.25,0,1,1,12.92,1.260487805
13.71,11.51,9.99,12.75,2,1,1,14.30,1.121568627
11.3,9.36,2.79,3.75,9,3,1,5.09,1.357333333
10.6,8.276,7.34,10.18,1,1,1,12.80,1.257367387
15.65,13.07,12.02,15.2,2,6,1,15.60,1.026315789
11.9,10.02,9.03,10.85,5,4,1,11.07,1.020276498
26.2,20,20,23.48,0,1,1,27.03,1.151192504
29.45,21.33,6.72,8.27,22,1,1,16.00,1.934703748
15.96,13.46,6.72,8.27,7,1,1,16.00,1.934703748
11.07,8.37,6.72,8.27,2,1,1,16.00,1.934703748
17.36,14.41,12.01,14.69,8,1,1,18.50,1.259360109
25.18,21.25,17.37,20.82,15,5,1,32.26,1.549471662
30.41,24.42,21.3,24.72,2,1,1,35.25,1.425970874
26.22,21.66,21.41,26.53,1,2,1,32.98,1.243120995
82.22,42.23,26.99,32.87,25,10,1,30.20,0.918770916
41.55,35.17,25.54,29.79,14,4,1,25.83,0.867069486
35.9,28.7,22.98,27.17,23,1,1,18.22,0.670592565
21.63,16.43,15.85,19,1,2,1,24.46,1.287368421
14.38,11.82,2.33,2.73,22,1,1,8.39,3.073260073
10.12,8.5,8.45,10.38,7,4,1,12.64,1.217726397
13.13,9.82,7.39,9.36,16,1,1,6.63,0.708333333
24.92,20.11,19.94,25.41,8,7,1,27.84,1.095631641
13.15,11.15,10.63,12.3,4,2,1,19.62,1.595121951
11.9,9.19,7.35,22.22,19,6,1,28.28,1.272727273
31.96,25.22,3.75,5,22,1,1,17.07,3.414
15.27,12.91,3.75,5,10,1,1,17.07,3.414
12.56,9.03,3.75,5,5,1,1,17.07,3.414
11.29,9.59,8.95,11.31,3,2,1,20.38,1.801945181
19.32,16.07,16.07,20.77,0,3,1,23.64,1.138180067
23.42,18.59,15.21,18.63,2,4,1,27.95,1.500268384
13.26,10.38,7.09,8.53,21,3,1,10.49,1.229777257
27.62,22.85,20.01,24.22,3,4,1,26.25,1.083815029
12.89,10.69,5.44,6.5,25,3,1,7.31,1.124615385
26.48,22.01,14.92,20.49,1,1,1,27.27,1.330893119
60.65,15.57,15.57,18.46,0,6,1,16.95,0.918201517
27.06,22.71,17.6,20.33,21,4,1,27.09,1.332513527
45.16,37.19,22.16,27.45,17,2,1,26.45,0.963570128
23.77,17.35,17.15,21.01,6,1,1,26.30,1.251784864
26.6,19.65,17.9,21.36,1,1,1,28.88,1.352059925
20.27,17.18,11.97,15.28,18,3,1,18.64,1.219895288
41.57,28.6,28.6,33.38,0,1,1,35.69,1.069203116
42.03,34.4,30.34,36.13,1,4,1,37.47,1.037088292
40,33.48,33.03,40.02,2,4,1,40.51,1.012243878
19.19,15.77,9.82,11.93,9,1,1,19.50,1.634534786
32.93,27.98,21.09,24.72,19,6,1,19.41,0.785194175
51.99,39.05,27.73,33.38,21,5,1,42.90,1.285200719
63.57,53.44,43,57.18,8,4,1,51.80,0.905911158
32.24,24.98,23.2,26.91,19,2,1,19.76,0.734299517
33.17,26.39,15.23,21.92,4,6,1,22.35,1.019616788
10.66,7.45,7.45,8.91,0,1,1,10.78,1.209876543
10.25,8.55,7.48,9.1636,1,2,1,11.33,1.236413637
21.46,18.03,17.35,23.24,4,3,1,23.70,1.01979346
10.6001,5.94,4.95,6.86,11,5,1,5.71,0.832361516
38.08,28.7,18.42,21.91,12,5,1,21.75,0.992697398
11.04,8.24,7.44,8.76,9,2,1,11.82,1.349315068
43.78,36.29,20.02,23.71,6,2,1,27.87,1.175453395
29.29,23.84,20.41,25.69,3,1,1,37.01,1.440638381
32.33,25.87,18.44,22.5,9,5,1,34.18,1.519111111
26,21.57,18.44,22.5,4,5,1,34.18,1.519111111
41.79,35.21,33.05,39.07,1,4,1,45.15,1.155618121
44.43,36.52,35.91,44.73,13,3,1,38.99,0.871674491
48.08,38.99,32.51,37.93,12,5,1,48.52,1.279198524
45.23,37.46,24.06,30.3,19,4,1,37.78,1.246864686
111.14,53.37,50.54,59.15,1,6,1,73.78,1.247337278
25.9,20.67,11.7,15,24,1,1,6.61,0.440666667
18.38,15.42,11.7,15,19,1,1,6.61,0.440666667
24.65,18.3,2.97,4.62,21,1,1,11.94,2.584415584
15.22,11.7,2.97,4.62,15,1,1,11.94,2.584415584
11.8,8.21,2.97,4.62,7,1,1,11.94,2.584415584
34.43,27.43,11.89,14.79,7,1,1,25.02,1.69168357
51.53,42.17,33.55,40.75,8,2,1,64.89,1.592269939
51.66,43.12,29.23,36.16,24,2,1,13.66,0.377765487
44.09,37.19,29.23,36.16,17,2,1,13.66,0.377765487
36.99,29.23,7.6,8.96,19,1,1,18.91,2.110491071
31.3,24.1,6.64,8.37,21,1,1,24.27,2.899641577
13.71,11.63,6.64,8.37,7,1,1,24.27,2.899641577
15.07,11.05,6.64,8.37,2,1,1,24.27,2.899641577
19.88,16.53,16.53,19.41,0,3,1,32.58,1.678516229
31.91,26.25,23.2,27.55,19,5,1,30.22,1.096914701
54.61,43.85,37.98,49.39,9,4,1,73.06,1.479246811
66.19,55.12,46.17,54.36,23,4,1,57.01,1.04874908
74.92,61.61,58.23,67.87,10,4,1,92.64,1.364962428
34.34,28.23,21.87,25.32,14,3,1,27.41,1.082543444
34.21,17.35,17.35,35.23,0,1,1,39.55,1.12248084
34.27,20.68,20.68,35.03,0,1,1,42.36,1.209249215
34.05,28.72,8.61,13.94,17,1,1,26.91,1.930416069
29.74,25.14,8.61,13.94,8,1,1,26.91,1.930416069
31.88,24.84,24.84,28.82,0,2,1,31.35,1.08778626
34.78,28.06,20.61,27.31,4,2,1,36.45,1.334675943
62.13,49.16,20.19,25.38,19,1,1,64.06,2.524034673
30.97,26.25,20.19,25.38,2,1,1,64.06,2.524034673
19.31,16.05,13.01,15.83,12,1,1,21.74,1.373341756
19.79,15.95,13.01,15.83,5,1,1,21.74,1.373341756
28.14,22.29,18.12,22.53,8,1,1,43.47,1.92942743
52.67,43.59,34.28,43.14,8,4,1,63.66,1.475544738
133.59,66.97,62.56,74.75,3,4,1,75.45,1.009364548
28.7,20.3,17.09,21.13,26,7,1,20.66,0.977756744
10.23,7.36,6.47,7.49,6,1,1,11.85,1.582109479
13.31,11.31,10.3,12.34,3,8,1,14.32,1.160453809
13.38,11.1,10.89,12.64,1,1,1,22.09,1.747626582
22.65,19.03,18.97,22.46,16,8,1,22.15,0.986286732
37.23,31.54,24.18,30.41,8,2,1,34.91,1.147977639
22.23,18.64,15.58,17.97,21,4,1,20.16,1.121869783
47.87,37.27,31.65,38.82,21,3,1,53.39,1.375321999
44.3,34.7,11.03,13.55,17,1,1,11.48,0.847232472
30.19,22.18,5.26,6.45,22,3,1,9.53,1.47751938
18.05,14.62,5.26,6.45,16,3,1,9.53,1.47751938
10.34,8.05,5.26,6.45,1,3,1,9.53,1.47751938
11.21,9.17,8.44,10.69,3,3,1,12.50,1.169317119
11.2,9.47,8.67,9.99,11,3,1,18.78,1.87987988
25.59,20.58,18.32,22.39,24,16,1,23.90,1.067440822
27.86,21.83,13.76,17.77,8,2,1,20.57,1.157568936
18.64,14.18,13.76,17.77,1,2,1,20.57,1.157568936
18.92,15.46,9.09,10.69,25,3,1,6.21,0.580916745
10.6,7.53,5.04,5.91,16,3,1,3.68,0.622673435
404.72,297,165,190.05,21,5,1,312.00,1.641673244
320,211.75,165,190.05,15,5,1,312.00,1.641673244
195,165,165,190.05,0,5,1,312.00,1.641673244
19.55,14.53,10.43,12,19,1,1,18.18,1.515
14.6,11.95,11.95,14.02,0,9,1,15.64,1.115549215
12.4,9.59,9.24,10.72,12,5,1,14.37,1.340485075
27,20.29,11.17,13.03,6,10,1,11.84,0.908672295
17.35,11.27,11.17,13.03,1,10,1,11.84,0.908672295
16.78,13.73,13.38,15.56,5,5,1,17.53,1.126606684
15.05,12.7,2.92,4.18,22,1,1,14.75,3.528708134
12.61,10.54,10.54,12.45,0,3,1,18.94,1.521285141
34.94,28.86,27.57,32.15,2,4,1,43.99,1.368273717
13.7,11.3999,5.4,6.63,25,6,1,2.58,0.388386124
11.89,9.9199,5.4,6.63,17,6,1,2.58,0.388386124
34.12,27.34,27.34,39.3,0,3,1,56.86,1.446819338
61.97,47.52,25.67,35.97,21,4,1,26.72,0.742841257
51.615,39.34,25.67,35.97,15,4,1,26.72,0.742841257
37.75,29.01,23.95,28.71,8,7,1,28.35,0.987460815
415,348.5,198,265,8,1,1,263.04,0.992603774
24.85,19.8,15.69,19.64,12,1,1,18.91,0.962830957
26.32,21.64,17.32,21.52,18,7,1,30.79,1.430762082
77.39,65.76,54.22,66.15,5,3,1,58.41,0.882993197
50.98,39.76,22.17,25.5,21,6,1,19.54,0.76627451
33.98,26.4,20.95,26.5,26,14,1,32.17,1.213962264
42.36,35.83,27.65,31.89,15,7,1,47.58,1.492003763
35.67,28.7,27.65,31.89,2,7,1,47.58,1.492003763
