Opening Price,Closing Price,Low Price,Bounce Price,Decline Bucket,Bounce Bucket,26 Week Close,ROI,ROI Bucket
32.22,25.73,17.98,21.85,3,1,22.55,1.03,3
26.35,22.38,20.44,24.15,5,2,20.29,0.84,2
26.84,22.55,20.44,24.15,3,2,20.29,0.84,2
25.31,21.33,17.2,21.11,4,2,18.33,0.87,2
39.76,32.11,32.11,39.01,1,2,49.86,1.28,5
45.47,37.65,35.07,40.62,2,4,41.22,1.01,3
46.77,37.18,25.64,30.54,4,3,27.99,0.92,3
44.31,37.54,32.67,37.95,4,2,43.31,1.14,4
27.22,20.41,8.83,10.17,5,5,10.17,1.00,3
21.07,13.48,6.65,8.24,5,2,8.56,1.04,3
13.02,10.84,6.65,8.24,4,2,8.56,1.04,3
14.81,10.3,7.12,8.36,5,4,6.63,0.79,2
10.39,8.8,7.75,9.33,5,3,7.12,0.76,2
11.45,9.31,6.61,8.19,5,1,5.62,0.69,1
18.34,15.57,15.57,18.81,1,1,24.53,1.30,5
35.04,27.89,27.35,34.05,5,3,37.21,1.09,3
11.33,9.3,3.2,3.92,5,2,4.30,1.10,3
10.98,7.76,5.56,7.24,4,2,6.46,0.89,2
24.04,16.52,12.63,15.79,3,2,11.51,0.73,1
31.55,16.85,11.36,13.16,4,1,8.76,0.67,1
14.7,11.21,9.1,10.98,5,2,17.40,1.58,7
12.06,9.87,8.14,10.7,4,2,13.07,1.22,5
11.71,8.62,8.14,10.7,1,2,13.07,1.22,5
21,17,12.7,14.79,4,2,21.00,1.42,6
36.6,31.02,23.56,35.67,2,1,39.63,1.11,4
23.69,19.98,17.15,20.79,2,3,27.11,1.30,5
36.08,30.15,26.83,31.19,3,3,32.87,1.05,3
26.96,21.99,18.3,21.23,3,1,25.62,1.21,5
12.02,10.15,10.15,11.95,1,3,15.78,1.32,5
14.82,11.67,10.34,11.9,4,2,12.03,1.01,3
12.39,4.02,2.7,3.25,4,3,4.05,1.25,5
47.47,38.21,34.24,40.28,3,3,44.00,1.09,3
54.74,27.4,3.62,7.04,5,1,22.21,3.15,8
18.09,13.8,3.62,7.04,3,1,22.21,3.15,8
11.68,6.79,3.62,7.04,2,1,22.21,3.15,8
14.14,11.46,2.57,3.13,5,1,6.00,1.92,7
15.85,13.01,7.41,8.87,5,2,15.06,1.70,7
24.74,19.57,14.55,17.04,4,2,20.42,1.20,4
20.47,15.35,14.55,17.04,2,2,20.42,1.20,4
11.95,8.9,4.81,6.58,5,1,2.34,0.36,1
11.8,9.99,4.81,6.58,4,1,2.34,0.36,1
10.7,8.92,8.65,10.1,4,2,10.59,1.05,3
34.11,28.9,21.76,26.36,5,4,26.28,1.00,3
48.83,26.61,24.55,28.45,2,2,23.54,0.83,2
27.75,21.35,9.34,11.28,5,3,21.01,1.86,7
23.1,18.62,9.34,11.28,4,3,21.01,1.86,7
46.21,37.29,27.37,31.7,3,3,34.82,1.10,3
10.96,9.28,3.54,4.65,5,1,9.53,2.05,8
16.04,13.53,10.55,12.37,3,2,16.20,1.31,5
11.21,8.05,8.05,10.054,1,1,9.88,0.98,3
10.09,8.54,8.54,10.27,1,3,10.39,1.01,3
14.16,11.79,8.9,10.98,4,2,15.14,1.38,6
11.11,9.15,8.9,10.98,1,2,15.14,1.38,6
14.82,12.24,11.47,14.18,4,3,18.12,1.28,5
19.14,15.93,9.72,11.45,5,4,50.75,4.43,8
13.97,11.85,7.49,10.47,3,2,46.78,4.47,8
33.77,28,10.51,15.22,5,4,19.56,1.29,5
21.84,17.45,8.81,11.5,4,2,20.21,1.76,7
15,10.51,8.81,11.5,3,2,20.21,1.76,7
21.04,12.84,3.46,4.12,5,5,6.36,1.54,7
12.99,10.88,2.25,3.01,5,1,8.21,2.73,8
12.39,10.1,2.25,3.01,5,1,8.21,2.73,8
19.63,12.7,9.43,11.07,5,1,12.87,1.16,4
12.12,10.26,9.43,11.07,4,1,12.87,1.16,4
13.09,10.68,8.5,10.48,5,3,15.79,1.51,7
11.28,9.49,8.5,10.48,2,3,15.79,1.51,7
23.1,17.91,9.62,11.42,5,2,21.10,1.85,7
18.28,15.5,9.62,11.42,5,2,21.10,1.85,7
14.47,12.09,9.62,11.42,3,2,21.10,1.85,7
13.7199,11.55,9.62,11.42,2,2,21.10,1.85,7
21.08,13.85,10.37,12.54,5,2,30.73,2.45,8
38.45,31.45,31.45,38.88,1,2,42.52,1.09,3
11.54,8.66,4.59,5.5,4,3,7.66,1.39,6
10,8.11,8.11,9.97,1,1,15.50,1.55,7
17.29,14.55,14.55,18.43,1,3,26.37,1.43,6
12.82,9.74,8.02,9.65,5,2,9.17,0.95,3
13.99,11.05,11.01,12.7,3,2,15.85,1.25,5
19.5,13.14,12.34,14.63,1,3,14.13,0.97,3
11.5,8.1,7.93,9.59,3,1,11.85,1.24,5
27.62,18.96,14.48,17.38,4,2,24.01,1.38,6
14.06,11.3,11.3,13.14,1,4,14.65,1.11,4
26.65,20.17,11.84,13.87,5,1,31.24,2.25,8
13.94,11.84,11.84,13.87,1,1,31.24,2.25,8
37.87,31.86,27.56,32.38,2,2,40.92,1.26,5
35.86,28.95,25.3,30.15,5,3,26.69,0.89,2
10.64,9,8.13,9.37,3,5,9.05,0.97,3
23.5,19.72,8.94,10.84,5,2,16.93,1.56,7
13.89,11.72,8.94,10.84,3,2,16.93,1.56,7
31.49,22.21,19.06,22.2,4,2,35.85,1.61,7
28.93,22.01,7.48,11.06,5,1,12.95,1.17,4
13.25,10.05,7.48,11.06,2,1,12.95,1.17,4
12.33,10.31,9.18,10.78,3,2,18.86,1.75,7
12.87,10.88,10.61,12.36,3,3,12.84,1.04,3
25.31,20.38,9.26,12.55,3,1,14.67,1.17,4
88.13,67.9,62.75,81.03,3,2,69.13,0.85,2
68.03,51.97,9.88,14.91,5,2,38.21,2.56,8
58.3,47.59,9.88,14.91,4,2,38.21,2.56,8
20.3,15.16,9.88,14.91,2,2,38.21,2.56,8
13.94,11,7.32,8.73,3,1,13.54,1.55,7
17.88,14.83,13.9,16.85,3,3,15.90,0.94,3
31.42,26.19,17.74,20.9,3,1,25.96,1.24,5
25.74,20.5,17.74,20.9,1,1,25.96,1.24,5
89.78,74.21,71.65,85.11,4,3,64.51,0.76,2
53.88,44.6,29.36,44.77,3,1,38.36,0.86,2
44.93,38.11,37.28,43.74,4,3,41.74,0.95,3
44.19,36.59,34.57,41.74,2,3,40.82,0.98,3
10.89,9.02,8.45,10.28,3,3,10.66,1.04,3
10.02,8.45,8.45,10.28,1,3,10.66,1.04,3
43.8,33.28,16.99,19.84,5,1,45.18,2.28,8
85.86,69.7,51.81,69.87,4,3,82.50,1.18,4
139.55,111.28,95.9,116.97,5,3,101.04,0.86,2
10.85,6.66,5.05,5.92,5,2,9.87,1.67,7
16.78,11.72,10.29,12.84,1,2,20.63,1.61,7
27.64,23.48,21.46,24.84,4,4,28.64,1.15,4
35.31,29.83,26.28,31.82,4,3,19.31,0.61,1
19.57,16.2,10.45,13.77,4,1,16.71,1.21,5
36.27,30.46,23.63,28.63,4,2,35.12,1.23,5
12.59,10.36,6.75,9.5,5,3,5.85,0.62,1
21.08,16.4,9.1,10.5,5,5,10.50,1.00,3
12.79,10.8,10.2,11.79,1,2,13.24,1.12,4
17.52,11.73,6.27,9.38,5,1,5.26,0.56,1
11.25,6.79,5.36,7.7,5,1,6.22,0.81,2
11.68,9.6,5.36,7.7,5,1,6.22,0.81,2
15.68,13.25,8.23,9.47,4,1,14.50,1.53,7
10.7,8.95,8.23,9.47,3,1,14.50,1.53,7
21.95,14.06,9.53,11.9,3,2,12.19,1.02,3
18.01,14.39,11.26,13.16,4,3,16.11,1.22,5
11.52,9.53,8.62,10.01,1,2,8.39,0.84,2
24.16,19.93,17.77,21.22,5,4,19.86,0.94,3
17.84,13.34,8.54,10.95,5,2,11.02,1.01,3
11.5,9.3,5.9,7.5,4,1,9.22,1.23,5
46.65,34.75,27.67,33.13,5,1,45.44,1.37,6
45.37,38.56,27.67,33.13,4,1,45.44,1.37,6
40.88,30.53,10.14,12.39,5,1,26.63,2.15,8
21.89,18.19,10.14,12.39,4,1,26.63,2.15,8
12.72,10.14,10.14,12.39,1,1,26.63,2.15,8
29.3,24.13,24.13,31.54,1,2,37.35,1.18,4
39.63,32.47,16.12,18.56,5,1,20.04,1.08,3
27.72,23.28,16.12,18.56,4,1,20.04,1.08,3
19.5,16.12,16.12,18.56,1,1,20.04,1.08,3
61.5,46.5,38.53,51.84,5,4,51.60,1.00,3
50.56,41.91,41.55,48.45,1,2,47.57,0.98,3
13.9,10.13,4.09,5.39,5,2,2.95,0.55,1
15.86,13.15,5.75,6.71,5,2,7.83,1.17,4
104.24,86.29,71.18,83.73,5,3,97.49,1.16,4
15.4,12.76,6.26,8.23,5,1,15.36,1.87,7
54.35,45.11,36.2,42.92,3,3,51.37,1.20,4
13.73,11.48,3.51,4.81,5,2,6.14,1.28,5
47.56,38.19,34.05,39.38,2,3,47.43,1.20,5
59.02,49.49,18.31,22.5,5,4,31.25,1.39,6
45.71,37.77,17.61,20.37,5,2,26.57,1.30,5
35.82,25.51,17.61,20.37,4,2,26.57,1.30,5
21.75,18.05,18.05,23.4,1,1,21.50,0.92,3
25.95,21.5,15.65,18.45,4,3,23.03,1.25,5
25.84,21.48,15.23,17.99,5,2,10.57,0.59,1
17.81,15.06,8.62,10.04,5,4,19.19,1.91,7
18.56,14.27,6.04,7.15,5,1,20.51,2.87,8
10.58,8.84,6.04,7.15,3,1,20.51,2.87,8
26.26,20.59,18.98,22.19,4,4,23.55,1.06,3
12.33,10.14,7.75,8.92,5,1,12.50,1.40,6
11.47,9.48,7.75,8.92,2,1,12.50,1.40,6
101.67,49.28,40.97,48.46,5,4,46.13,0.95,3
19.4,15.23,7.19,8.57,5,1,7.76,0.91,3
65.6,54.34,54.34,63.66,1,3,59.70,0.94,3
27,22.95,21.76,27.64,1,1,28.68,1.04,3
23.76,17.7,17.7,20.7,1,1,22.20,1.07,3
40.64,31.36,27.98,32.55,5,2,33.00,1.01,3
103.31,87.48,58.85,67.78,5,2,75.28,1.11,4
77.58,63.11,58.85,67.78,1,2,75.28,1.11,4
53,39.23,5.4,9.03,5,1,23.80,2.64,8
18.1,14.18,5.4,9.03,2,1,23.80,2.64,8
18.73,15.3,15.1,17.99,2,1,25.55,1.42,6
11.46,8.99,5.14,6,5,3,10.47,1.75,7
16.91,10.45,7.76,10,2,1,15.05,1.51,7
15.8,13.34,8.01,9.3,4,1,6.44,0.69,1
10.82,8.9,6.55,7.76,5,1,9.77,1.26,5
11.22,9.42,4.1,4.95,4,1,12.89,2.60,8
34.24,25.61,13.57,19.12,3,1,22.62,1.18,4
34.49,29.23,27.66,32.36,4,2,35.57,1.10,3
14.51,11.5,2.25,2.74,5,1,4.40,1.61,7
14.86,12.63,6.89,8.39,5,3,10.25,1.22,5
12.62,9.55,6.89,8.39,4,3,10.25,1.22,5
36.75,31.19,24.19,28.01,5,2,51.92,1.85,7
61.17,51.37,47.41,56.77,1,3,56.10,0.99,3
51.03,43.2,32.71,38.01,5,1,35.98,0.95,3
35.1,28.5,16.21,20.17,5,2,29.53,1.46,6
39.02,32.76,31.21,36.51,1,4,36.48,1.00,3
10.68,7.85,7.08,8.98,4,3,10.08,1.12,4
13.09,9.84,3.9,5.42,4,1,5.05,0.93,3
18.32,12.99,2.53,4.25,5,1,6.24,1.47,6
17.79,15.02,6.81,8.01,5,1,12.25,1.53,7
16.42,13.61,6.81,8.01,4,1,12.25,1.53,7
10.23,8.49,6.81,8.01,2,1,12.25,1.53,7
24.74,20.3,11.28,14.95,5,1,26.49,1.77,7
15.93,12.66,11.28,14.95,4,1,26.49,1.77,7
26.65,18.6,13.21,16.37,5,2,19.15,1.17,4
51.31,42.13,12.22,17.74,5,1,36.61,2.06,8
35.25,28.14,12.22,17.74,5,1,36.61,2.06,8
31.59,26.8,12.22,17.74,2,1,36.61,2.06,8
32.04,26.82,26.82,32.17,1,2,37.64,1.17,4
30.3,23.6425,22.5,26.99,4,2,21.34,0.79,2
31.83,26.86,6.94,10.58,5,1,8.03,0.76,2
21.89,18.17,6.84,8.2,5,1,9.33,1.14,4
13.57,11.48,7,8.26,5,4,7.79,0.94,3
14.03,9.29,7.85,9.61,5,2,13.68,1.42,6
12,8.99,7.85,9.61,4,2,13.68,1.42,6
12.2,10.23,7.85,9.61,2,2,13.68,1.42,6
15.01,12.26,1.15,1.75,5,1,8.09,4.62,8
31.89,26.39,17.66,22.87,4,1,21.96,0.96,3
45.13,37.53,35.56,41.11,5,3,43.42,1.06,3
41.47,33.18,28.49,34.95,4,5,33.71,0.96,3
20.89,17.17,7.74,10.88,4,2,10.69,0.98,3
13.1,10.72,8.45,10.1,4,4,12.20,1.21,5
10.15,8.45,8.45,10.1,1,4,12.20,1.21,5
11.1,8.05,7.36,8.82,5,3,11.95,1.35,6
11.48,9.75,7.36,8.82,4,3,11.95,1.35,6
14.09,9.99,9.99,12,1,1,10.70,0.89,2
39.59,32.96,19.62,23.52,5,4,28.09,1.19,4
34.03,26,16.55,20.33,5,2,27.05,1.33,5
30.3,25.75,7.31,8.6401,5,1,11.75,1.36,6
24.93,21.02,5.97,7.93,5,2,8.85,1.12,4
55.76,46.88,30.08,34.892,5,2,24.17,0.69,1
19.4,16.4,8.25,10.6,5,2,14.43,1.36,6
15.9,12.85,8.25,10.6,4,2,14.43,1.36,6
12.34,10.16,10.16,11.72,1,2,13.75,1.17,4
12.39,10.52,10.52,12.97,1,2,13.47,1.04,3
14.3,12.05,11.15,13.35,4,4,15.03,1.13,4
11.66,8.11,6.78,7.87,5,1,11.47,1.46,6
99.44,83.8,17.82,23.68,5,1,28.99,1.22,5
39.17,29.17,17.82,23.68,3,1,28.99,1.22,5
39.91,33.8,27.31,32.95,4,2,38.13,1.16,4
31.59,25.52,15.35,19.98,3,2,19.78,0.99,3
170.88,49.19,4.06,6.27,5,1,8.68,1.38,6
39.67,26.2,2.95,3.4,5,1,10.25,3.01,8
26.51,22.19,2.95,3.4,5,1,10.25,3.01,8
20.55,17.16,17.16,20.01,1,1,25.70,1.28,5
23.34,19.79,17.45,22.23,5,2,29.23,1.31,5
25.95,21.12,17.45,22.23,4,2,29.23,1.31,5
21.15,17.45,17.45,22.23,1,2,29.23,1.31,5
25.48,20.97,8.37,10.42,5,3,6.00,0.58,1
15.09,11.11,8.37,10.42,4,3,6.00,0.58,1
12.49,10.23,5.48,6.48,5,3,5.84,0.90,3
50.29,42.56,36.3,42.93,5,3,26.97,0.63,1
36.02,30,16.08,20.76,5,1,31.90,1.54,7
33.4,24.68,16.08,20.76,5,1,31.90,1.54,7
70,54,20.5,26.668,5,2,28.94,1.09,3
52,40.2501,20.5,26.668,4,2,28.94,1.09,3
34.3,29,20.5,26.668,2,2,28.94,1.09,3
52.18,43.49,43.49,50.08,1,5,50.08,1.00,3
22.75,19.23,9.55,11.9717,5,1,7.70,0.64,1
11.88,9.55,5.7,7.01,5,1,9.00,1.28,5
11.41,9.58,5.7,7.01,4,1,9.00,1.28,5
10.21,8.57,7.69,9,2,2,10.60,1.18,4
12.5,10.15,9.05,10.45,2,1,14.40,1.38,6
13.25,11.25,10.95,13.25,1,3,13.82,1.04,3
10.54,7.6599,7.6599,9.28,1,1,10.67,1.15,4
10.17,8.6,7.94,9.25,2,2,11.75,1.27,5
67.49,54.32,39,47.45,4,3,59.00,1.24,5
65.1,55.2,44.16,52.51,4,2,55.04,1.05,3
35.77,30.34,26.01,30.73,5,2,26.18,0.85,2
17.58,14.68,8.76,10.22,5,3,6.35,0.62,1
40.19,33.98,24.57,29.65,3,2,29.95,1.01,3
33.89,25.79,24.21,29.78,4,2,29.15,0.98,3
11.5,9.71,7.57,8.85,4,2,9.69,1.09,3
11.63,9.2,8.94,10.82,4,2,11.93,1.10,4
56.95,46.62,33.15,44.53,1,1,61.30,1.38,6
50.49,41.42,41.42,49.8,1,1,63.96,1.28,5
118.5,57.65,57.65,66.52,1,4,70.24,1.06,3
95.65,81,14.99,21.05,5,1,60.05,2.85,8
39.87,33.03,14.99,21.05,3,1,60.05,2.85,8
31.61,25.13,14.99,21.05,2,1,60.05,2.85,8
64.78,52.78,46.8,67.67,4,1,82.08,1.21,5
101.35,85.05,82.08,95.07,2,3,122.20,1.29,5
93.38,77.36,62.9,73.58,3,2,114.19,1.55,7
84,71.2,33,40.05,5,2,42.73,1.07,3
20.12,15.81,6.8,8.18,5,1,13.17,1.61,7
16.03,13.33,6.8,8.18,4,1,13.17,1.61,7
28.1,23.24,23.24,26.77,1,2,35.55,1.33,5
15.6,11.05,9.41,10.89,5,1,12.91,1.19,4
12.41,10.11,9.41,10.89,4,1,12.91,1.19,4
63.22,48.35,38.32,44.38,5,3,48.28,1.09,3
11.4,9.47,4.5,5.26,5,5,6.16,1.17,4
12.16,7.59,5.6,25.1,5,2,17.87,0.71,1
14.69,11.55,8.17,9.64,5,2,13.17,1.37,6
46.3,16.99,16.17,18.82,4,3,22.40,1.19,4
11.99,10,6.2,7.3,5,4,8.49,1.16,4
18.28,14.83,11.7,13.75,5,2,12.37,0.90,2
24.65,20.62,8.74,10.91,5,1,14.38,1.32,5
15.9,12.59,8.74,10.91,5,1,14.38,1.32,5
11.24,9.36,5.25,6.34,5,3,5.12,0.81,2
11.99,10.04,8.42,9.83,4,2,9.39,0.96,3
22.3,18.77,13.27,16.62,1,1,22.21,1.34,5
19.8,16.6,13.9,16.25,5,2,9.90,0.61,1
27.76,19.94,18.25,25.83,2,1,42.10,1.63,7
41.41,30.89,30.89,40.91,1,1,49.39,1.21,5
42.5,33.12,33.12,39.8,1,1,52.55,1.32,5
37.82,31.59,28.41,32.9,3,1,49.03,1.49,6
68.99,56.17,27.41,34.88,5,2,47.96,1.38,6
45.6,37.81,27.41,34.88,3,2,47.96,1.38,6
75.5,62.54,28.28,35.68,5,1,40.09,1.12,4
42.99,34.75,28.28,35.68,3,1,40.09,1.12,4
40.55,33.65,32.34,37.38,1,1,44.17,1.18,4
10.65,8.23,8.23,10.835,1,2,10.65,0.98,3
45.5,34.51,34.51,41.17,1,2,58.83,1.43,6
59.45,48.01,39.4,46.01,4,3,51.61,1.12,4
53,40.5,39.4,46.01,1,3,51.61,1.12,4
44.32,36.64,28.13,32.83,5,2,58.25,1.77,7
90.67,74.06,69.56,82.63,3,3,66.41,0.80,2
52.57,43.85,34.74,40.08,5,4,46.29,1.15,4
13.6,10.8,10.8,12.89,1,2,12.15,0.94,3
12.25,7.55,7.55,9.821,1,1,11.50,1.17,4
30.25,23.99,22.33,27.6,4,2,30.37,1.10,4
27.34,22.84,22.33,27.6,1,2,30.37,1.10,4
39.75,33.42,12.33,17.16,4,1,16.93,0.99,3
27.4,18.38,12.33,17.16,2,1,16.93,0.99,3
10.98,9.3,4.52,5.29,5,2,9.35,1.77,7
19.81,14.77,7.23,10.43,5,2,12.77,1.22,5
15.5,12.83,7.23,10.43,4,2,12.77,1.22,5
11,8.69,7.37,8.5,4,3,9.12,1.07,3
16.69,13.74,5.33,6.99,5,1,21.82,3.12,8
13.27,8.34,5.33,6.99,2,1,21.82,3.12,8
36,28.43,21.68,25.25,4,2,35.45,1.40,6
26.25,22.23,21.68,25.25,1,2,35.45,1.40,6
36.92,29.04,10.13,12.2,5,1,35.06,2.87,8
24,20.16,10.13,12.2,5,1,35.06,2.87,8
13.77,10.13,10.13,12.2,1,1,35.06,2.87,8
20.13,16.93,9.28,11.13,5,1,16.55,1.49,6
16.75,13.5,13.02,15.08,1,2,20.05,1.33,5
25.48,20.64,18.64,21.84,4,3,33.07,1.51,7
12.15,8.7,7.65,8.85,3,3,12.10,1.37,6
28.06,23.82,21.57,25.43,5,4,26.76,1.05,3
36.6,28.61,26.01,34.19,3,1,43.05,1.26,5
34.79,26.01,26.01,34.19,1,1,43.05,1.26,5
88.11,46.3,44.53,51.57,4,3,55.81,1.08,3
25.49,17.7,7.5,9.89,5,1,10.24,1.04,3
15.5,12.82,6.04,7.13,4,1,11.62,1.63,7
16.73,14.03,5.95,7,5,2,8.90,1.27,5
12.35,9.43,5.95,7,3,2,8.90,1.27,5
20.47,16.02,10.92,13.53,3,2,9.39,0.69,1
14.86,12.13,3.5,5.51,4,2,8.07,1.46,6
42.3,35.18,30.46,36.59,5,3,29.60,0.81,2
32.63,18.92,15.79,19.27,5,3,24.41,1.27,5
23.34,17.09,15.79,19.27,1,3,24.41,1.27,5
27.25,19.66,15.08,17.63,5,3,17.45,0.99,3
51.64,42.98,41.52,48.72,1,4,65.01,1.33,5
124.99,64.6,21.05,26.89,5,1,33.51,1.25,5
43.87,36.72,17.4,20.94,3,1,40.58,1.94,7
34.51,29.07,22.45,27.64,4,3,25.93,0.94,3
19.84,16.38,5.01,6.76,5,2,4.56,0.67,1
37.4,29.7,29.7,34.45,1,2,38.44,1.12,4
11.24,9.01,6.13,7.377,2,2,12.75,1.73,7
13.2,9.24,7.29,8.76,4,2,10.59,1.21,5
25.16,18.76,15.87,18.81,5,2,21.85,1.16,4
21.92,17.52,15.87,18.81,4,2,21.85,1.16,4
23.57,19.96,11.52,13.33,5,3,18.07,1.36,6
16.6,13.29,11.52,13.33,4,3,18.07,1.36,6
18.8,15.966,13.1255,15.37,5,3,20.32,1.32,5
19.23,15.92,13.1255,15.37,5,3,20.32,1.32,5
15.49,13.1255,13.1255,15.37,1,3,20.32,1.32,5
24.76,20.01,18.64,21.63,5,3,26.53,1.23,5
38.5,32.17,17.95,22.05,5,2,29.27,1.33,5
11.36,9.42,7.81,10.32,4,2,12.49,1.21,5
15.79,13.22,9.63,11.2,5,2,13.11,1.17,4
27.22,23.11,4.68,5.71,5,1,5.14,0.90,3
15.35,11.96,1.8,2.09,5,1,4.00,1.91,7
77.09,64.46,48.83,56.77,5,1,69.65,1.23,5
16.14,12.65,5.92,7.45,5,1,18.01,2.42,8
10.89,9.11,5.92,7.45,2,1,18.01,2.42,8
23.54,19.47,19.47,22.74,1,2,32.99,1.45,6
27.39,20.96,11.67,16.26,3,1,21.08,1.30,5
26.53,18.74,17.66,21.76,5,2,24.90,1.14,4
87.33,74.15,53.78,65.15,3,1,72.57,1.11,4
10.21,7.0693,4.52,5.58,4,1,7.84,1.41,6
10.91,9.21,4.52,5.58,3,1,7.84,1.41,6
20.855,17.25,14.39,17.5,5,2,24.04,1.37,6
19.04,15.05,14.39,17.5,1,2,24.04,1.37,6
33,28.05,27.43,35.08,1,2,30.97,0.88,2
77.42,65.77,63.7,74.15,5,4,73.69,0.99,3
31.29,26.14,20.41,24.08,5,2,28.34,1.18,4
26.49,21.48,5.93,7.37,5,1,18.91,2.57,8
12.34,9.85,5.93,7.37,3,1,18.91,2.57,8
36.29,29.47,22.95,28.12,4,2,47.00,1.67,7
36.19,30.62,21.64,26.53,4,2,28.66,1.08,3
52.01,41.63,22.02,28.07,5,1,32.07,1.14,4
25.99,22.02,22.02,28.07,1,1,32.07,1.14,4
45.44,37.63,34.46,41.3,4,2,43.68,1.06,3
39.54,31.64,26.9,33.56,5,4,29.05,0.87,2
11.9,9.94,8.65,10.67,3,2,10.34,0.97,3
10.17,8.6,5.8,7.59,5,1,11.20,1.48,6
18.78,15.62,13.52,16.28,4,3,13.80,0.85,2
21.98,18.59,17.7,27.59,2,3,31.89,1.16,4
105.15,89.26,53.45,61.51,5,4,64.45,1.05,3
64.45,54.15,45.95,56.03,3,3,50.94,0.91,3
13.22,11.22,7.95,10.19,5,1,4.04,0.40,1
18.2,14,2.84,3.42,5,1,5.86,1.71,7
11.9,8.2,4.37,5.25,5,1,8.31,1.58,7
44.83,30.7,22.4,27.06,5,1,41.00,1.52,7
37.37,30.13,22.4,27.06,4,1,41.00,1.52,7
26.5,22.4,22.4,27.06,1,1,41.00,1.52,7
30.38,25.48,4.99,6.82,5,1,19.23,2.82,8
12.06,10.25,4.99,6.82,4,1,19.23,2.82,8
11.62,8.93,4.99,6.82,2,1,19.23,2.82,8
16.32,13.22,10.66,12.62,4,1,21.62,1.71,7
32.05,25.73,22.17,29.06,4,2,35.94,1.24,5
29.87,24.75,19.1,23.06,5,1,34.22,1.48,6
38.82,31.61,31.51,36.31,1,2,42.49,1.17,4
12.94,10.49,8.56,12.18,1,2,19.41,1.59,7
37.73,31.87,31.87,37.27,1,2,48.61,1.30,5
70.64,57.99,32.54,37.8,5,2,66.75,1.77,7
111.2,87.25,85.5,98.87,4,4,107.10,1.08,3
60.91,51.66,50.98,58.91,3,3,66.28,1.13,4
30.44,24.45,14.07,17.01,4,3,12.60,0.74,1
22.08,15.02,11.66,13.56,5,3,16.93,1.25,5
17.24,11.66,11.66,13.56,1,3,16.93,1.25,5
21.49,17.91,12.12,14.27,5,4,15.65,1.10,3
12.69,10.7,10.7,13.14,1,2,16.61,1.26,5
19,15.92,14.55,16.83,2,2,23.51,1.40,6
12.25,6.3,3.14,3.95,5,2,8.68,2.20,8
52.67,43.92,22.87,27.67,5,1,31.31,1.13,4
32,25.71,18.4,21.19,5,1,41.10,1.94,7
65.52,53.66,52.29,66.01,3,2,80.29,1.22,5
47.97,39.87,37.11,45.35,2,1,46.48,1.02,3
24.46,20.56,10.83,13.03,5,2,14.78,1.13,4
17.43,14.05,9.24,10.77,5,1,16.41,1.52,7
11.01,5.38,1.65,2.09,5,1,5.14,2.46,8
41.77,30.75,14.75,20.62,3,1,35.81,1.74,7
28.76,21.76,21.03,25.85,2,1,29.54,1.14,4
32.09,26.7,10.32,13.05,5,1,15.90,1.22,5
23.61,18.45,10.32,13.05,3,1,15.90,1.22,5
16.07,11.83,11.83,14.88,1,2,15.89,1.07,3
13.72,11.6,9.5,11.97,3,2,14.62,1.22,5
13.15,11.09,5.73,7.32,5,2,6.12,0.84,2
12.11,9.68,5.48,7.8,5,1,5.85,0.75,2
18.74,14.18,8.95,11.9,4,1,10.00,0.84,2
11.07,9.06,8.95,11.9,3,1,10.00,0.84,2
14.3,11.3,8.65,10.85,5,5,9.00,0.83,2
13.7,10,7.7,8.95,5,2,11.76,1.31,5
12.32,8.7,6.02,7.91,4,3,7.19,0.91,3
12.5,9,5.23,6.44,5,1,15.56,2.42,8
12.19,9.83,8.92,10.55,3,1,11.23,1.06,3
16,12.75,2.81,3.39,5,1,8.29,2.45,8
11.4,9.69,6.98,8.34,5,1,3.90,0.47,1
10.18,6.9,6.11,7.14,5,2,9.32,1.31,5
27.33,18.66,15.77,18.83,5,4,20.60,1.09,3
15.76,12.7,10.64,12.59,4,1,18.58,1.48,6
70.78,54.8,19.75,23.92,5,4,33.50,1.40,6
35.58,29.61,15.58,18.98,4,2,29.50,1.55,7
25.43,19.75,15.58,18.98,3,2,29.50,1.55,7
20.57,16.36,16.36,20.34,1,2,36.24,1.78,7
42.33,29.96,22.82,27.06,5,3,31.30,1.16,4
42.94,35.14,34.8,40.3,5,1,47.98,1.19,4
35.07,29.28,29.28,38.79,1,2,33.60,0.87,2
73.86,38.42,27.72,36.67,4,3,46.42,1.27,5
71.75,35.16,33.01,38.25,4,4,40.80,1.07,3
17.77,14.02,9.74,12.44,4,2,19.76,1.59,7
28.5,21.7,20.16,23.56,3,4,32.53,1.38,6
54.63,45.62,24.2,28.41,4,1,31.39,1.10,4
44.79,31.42,24.2,28.41,2,1,31.39,1.10,4
25,20.98,14.47,17.95,3,1,22.90,1.28,5
18.35,15.36,14.47,17.95,1,1,22.90,1.28,5
57.65,47.27,16.39,20.78,5,1,21.49,1.03,3
36.06,30.37,11.63,13.76,5,2,26.19,1.90,7
16.55,13.58,11.63,13.76,1,2,26.19,1.90,7
78.15,63.36,60.65,71.42,1,2,69.20,0.97,3
87.17,72.89,70.19,81.53,2,4,85.30,1.05,3
73.46,60.98,30.84,38.76,4,1,46.20,1.19,4
