Opening Price,Closing Price,Low Price,Bounce Price,Decline Bucket,Bounce Bucket,26 Week Close,ROI,ROI Bucket
5,4,1,1,5,1,23.80,2.64,8
2,2,1,1,2,1,23.80,2.64,8
2,2,2,2,2,1,25.55,1.42,6
2,1,1,1,5,3,10.47,1.75,7
2,2,1,2,2,1,15.05,1.51,7
2,2,1,1,4,1,6.44,0.69,1
2,1,1,1,5,1,9.77,1.26,5
2,1,1,1,4,1,12.89,2.60,8
4,3,2,2,3,1,22.62,1.18,4
4,3,3,4,4,2,35.57,1.10,3
2,2,1,1,5,1,4.40,1.61,7
2,2,1,1,5,3,10.25,1.22,5
2,1,1,1,4,3,10.25,1.22,5
4,4,3,3,5,2,51.92,1.85,7
5,5,4,5,1,3,56.10,0.99,3
5,4,4,4,5,1,35.98,0.95,3
4,3,2,3,5,2,29.53,1.46,6
4,4,4,4,1,4,36.48,1.00,3
2,1,1,1,4,3,10.08,1.12,4
2,1,1,1,4,1,5.05,0.93,3
2,2,1,1,5,1,6.24,1.47,6
2,2,1,1,5,1,12.25,1.53,7
2,2,1,1,4,1,12.25,1.53,7
2,1,1,1,2,1,12.25,1.53,7
3,3,2,2,5,1,26.49,1.77,7
2,2,2,2,4,1,26.49,1.77,7
3,2,2,2,5,2,19.15,1.17,4
5,4,2,2,5,1,36.61,2.06,8
4,3,2,2,5,1,36.61,2.06,8
4,3,2,2,2,1,36.61,2.06,8
4,3,3,4,1,2,37.64,1.17,4
4,3,3,3,4,2,21.34,0.79,2
4,3,1,2,5,1,8.03,0.76,2
3,2,1,1,5,1,9.33,1.14,4
2,2,1,1,5,4,7.79,0.94,3
2,1,1,1,5,2,13.68,1.42,6
2,1,1,1,4,2,13.68,1.42,6
2,2,1,1,2,2,13.68,1.42,6
2,2,1,1,5,1,8.09,4.62,8
4,3,2,3,4,1,21.96,0.96,3
4,4,4,4,5,3,43.42,1.06,3
4,4,3,4,4,5,33.71,0.96,3
3,2,1,2,4,2,10.69,0.98,3
2,2,1,2,4,4,12.20,1.21,5
2,1,1,2,1,4,12.20,1.21,5
2,1,1,1,5,3,11.95,1.35,6
2,1,1,1,4,3,11.95,1.35,6
2,1,1,2,1,1,10.70,0.89,2
4,4,2,3,5,4,28.09,1.19,4
4,3,2,3,5,2,27.05,1.33,5
4,3,1,1,5,1,11.75,1.36,6
3,3,1,1,5,2,8.85,1.12,4
5,4,4,4,5,2,24.17,0.69,1
2,2,1,2,5,2,14.43,1.36,6
2,2,1,2,4,2,14.43,1.36,6
2,2,2,2,1,2,13.75,1.17,4
2,2,2,2,1,2,13.47,1.04,3
2,2,2,2,4,4,15.03,1.13,4
2,1,1,1,5,1,11.47,1.46,6
5,5,2,3,5,1,28.99,1.22,5
4,3,2,3,3,1,28.99,1.22,5
4,4,3,4,4,2,38.13,1.16,4
4,3,2,2,3,2,19.78,0.99,3
6,4,1,1,5,1,8.68,1.38,6
4,3,1,1,5,1,10.25,3.01,8
3,3,1,1,5,1,10.25,3.01,8
3,2,2,3,1,1,25.70,1.28,5
3,2,2,3,5,2,29.23,1.31,5
3,3,2,3,4,2,29.23,1.31,5
3,2,2,3,1,2,29.23,1.31,5
3,3,1,2,5,3,6.00,0.58,1
2,2,1,2,4,3,6.00,0.58,1
2,2,1,1,5,3,5.84,0.90,3
5,4,4,4,5,3,26.97,0.63,1
4,4,2,3,5,1,31.90,1.54,7
4,3,2,3,5,1,31.90,1.54,7
5,5,3,3,5,2,28.94,1.09,3
5,4,3,3,4,2,28.94,1.09,3
4,3,3,3,2,2,28.94,1.09,3
5,4,4,5,1,5,50.08,1.00,3
3,2,1,2,5,1,7.70,0.64,1
2,1,1,1,5,1,9.00,1.28,5
2,1,1,1,4,1,9.00,1.28,5
2,1,1,1,2,2,10.60,1.18,4
2,2,1,2,2,1,14.40,1.38,6
2,2,2,2,1,3,13.82,1.04,3
2,1,1,1,1,1,10.67,1.15,4
2,1,1,1,2,2,11.75,1.27,5
5,5,4,4,4,3,59.00,1.24,5
5,5,4,5,4,2,55.04,1.05,3
4,4,3,4,5,2,26.18,0.85,2
2,2,1,2,5,3,6.35,0.62,1
4,4,3,3,3,2,29.95,1.01,3
4,3,3,3,4,2,29.15,0.98,3
2,1,1,1,4,2,9.69,1.09,3
2,1,1,2,4,2,11.93,1.10,4
5,4,4,4,1,1,61.30,1.38,6
5,4,4,4,1,1,63.96,1.28,5
6,5,5,5,1,4,70.24,1.06,3
5,5,2,3,5,1,60.05,2.85,8
4,4,2,3,3,1,60.05,2.85,8
4,3,2,3,2,1,60.05,2.85,8
5,5,4,5,4,1,82.08,1.21,5
6,5,5,5,2,3,122.20,1.29,5
5,5,5,5,3,2,114.19,1.55,7
5,5,4,4,5,2,42.73,1.07,3
3,2,1,1,5,1,13.17,1.61,7
2,2,1,1,4,1,13.17,1.61,7
3,3,3,3,1,2,35.55,1.33,5
2,2,1,2,5,1,12.91,1.19,4
2,2,1,2,4,1,12.91,1.19,4
5,4,4,4,5,3,48.28,1.09,3
2,1,1,1,5,5,6.16,1.17,4
2,1,1,3,5,2,17.87,0.71,1
2,2,1,1,5,2,13.17,1.37,6
4,2,2,2,4,3,22.40,1.19,4
2,2,1,1,5,4,8.49,1.16,4
2,2,2,2,5,2,12.37,0.90,2
3,3,1,2,5,1,14.38,1.32,5
2,2,1,2,5,1,14.38,1.32,5
2,1,1,1,5,3,5.12,0.81,2
2,2,1,1,4,2,9.39,0.96,3
3,2,2,2,1,1,22.21,1.34,5
2,2,2,2,5,2,9.90,0.61,1
3,2,2,3,2,1,42.10,1.63,7
4,4,4,4,1,1,49.39,1.21,5
4,4,4,4,1,1,52.55,1.32,5
4,4,3,4,3,1,49.03,1.49,6
5,5,3,4,5,2,47.96,1.38,6
4,4,3,4,3,2,47.96,1.38,6
5,5,3,4,5,1,40.09,1.12,4
4,4,3,4,3,1,40.09,1.12,4
4,4,4,4,1,1,44.17,1.18,4
2,1,1,2,1,2,10.65,0.98,3
4,4,4,4,1,2,58.83,1.43,6
5,4,4,4,4,3,51.61,1.12,4
5,4,4,4,1,3,51.61,1.12,4
4,4,3,4,5,2,58.25,1.77,7
5,5,5,5,3,3,66.41,0.80,2
5,4,4,4,5,4,46.29,1.15,4
2,2,2,2,1,2,12.15,0.94,3
2,1,1,1,1,1,11.50,1.17,4
4,3,3,3,4,2,30.37,1.10,4
3,3,3,3,1,2,30.37,1.10,4
4,4,2,2,4,1,16.93,0.99,3
3,2,2,2,2,1,16.93,0.99,3
2,1,1,1,5,2,9.35,1.77,7
2,2,1,2,5,2,12.77,1.22,5
2,2,1,2,4,2,12.77,1.22,5
2,1,1,1,4,3,9.12,1.07,3
2,2,1,1,5,1,21.82,3.12,8
2,1,1,1,2,1,21.82,3.12,8
4,3,3,3,4,2,35.45,1.40,6
3,3,3,3,1,2,35.45,1.40,6
4,3,2,2,5,1,35.06,2.87,8
3,3,2,2,5,1,35.06,2.87,8
2,2,2,2,1,1,35.06,2.87,8
3,2,1,2,5,1,16.55,1.49,6
2,2,2,2,1,2,20.05,1.33,5
3,3,2,3,4,3,33.07,1.51,7
2,1,1,1,3,3,12.10,1.37,6
3,3,3,3,5,4,26.76,1.05,3
4,3,3,4,3,1,43.05,1.26,5
4,3,3,4,1,1,43.05,1.26,5
5,4,4,5,4,3,55.81,1.08,3
3,2,1,1,5,1,10.24,1.04,3
2,2,1,1,4,1,11.62,1.63,7
2,2,1,1,5,2,8.90,1.27,5
2,1,1,1,3,2,8.90,1.27,5
3,2,2,2,3,2,9.39,0.69,1
2,2,1,1,4,2,8.07,1.46,6
4,4,4,4,5,3,29.60,0.81,2
4,2,2,2,5,3,24.41,1.27,5
3,2,2,2,1,3,24.41,1.27,5
3,2,2,2,5,3,17.45,0.99,3
5,4,4,4,1,4,65.01,1.33,5
6,5,3,3,5,1,33.51,1.25,5
4,4,2,3,3,1,40.58,1.94,7
4,3,3,3,4,3,25.93,0.94,3
2,2,1,1,5,2,4.56,0.67,1
4,3,3,4,1,2,38.44,1.12,4
2,1,1,1,2,2,12.75,1.73,7
2,1,1,1,4,2,10.59,1.21,5
3,2,2,2,5,2,21.85,1.16,4
3,2,2,2,4,2,21.85,1.16,4
3,2,2,2,5,3,18.07,1.36,6
2,2,2,2,4,3,18.07,1.36,6
2,2,2,2,5,3,20.32,1.32,5
2,2,2,2,5,3,20.32,1.32,5
2,2,2,2,1,3,20.32,1.32,5
3,3,2,3,5,3,26.53,1.23,5
4,4,2,3,5,2,29.27,1.33,5
2,1,1,2,4,2,12.49,1.21,5
2,2,1,2,5,2,13.11,1.17,4
3,3,1,1,5,1,5.14,0.90,3
2,2,1,1,5,1,4.00,1.91,7
5,5,4,5,5,1,69.65,1.23,5
2,2,1,1,5,1,18.01,2.42,8
2,1,1,1,2,1,18.01,2.42,8
3,2,2,3,1,2,32.99,1.45,6
3,3,2,2,3,1,21.08,1.30,5
3,2,2,3,5,2,24.90,1.14,4
5,5,5,5,3,1,72.57,1.11,4
2,1,1,1,4,1,7.84,1.41,6
2,1,1,1,3,1,7.84,1.41,6
3,2,2,2,5,2,24.04,1.37,6
2,2,2,2,1,2,24.04,1.37,6
4,3,3,4,1,2,30.97,0.88,2
5,5,5,5,5,4,73.69,0.99,3
4,3,3,3,5,2,28.34,1.18,4
3,3,1,1,5,1,18.91,2.57,8
2,1,1,1,3,1,18.91,2.57,8
4,3,3,3,4,2,47.00,1.67,7
4,4,3,3,4,2,28.66,1.08,3
5,4,3,3,5,1,32.07,1.14,4
3,3,3,3,1,1,32.07,1.14,4
4,4,4,4,4,2,43.68,1.06,3
4,4,3,4,5,4,29.05,0.87,2
2,1,1,2,3,2,10.34,0.97,3
2,1,1,1,5,1,11.20,1.48,6
2,2,2,2,4,3,13.80,0.85,2
3,2,2,3,2,3,31.89,1.16,4
6,5,5,5,5,4,64.45,1.05,3
5,5,4,5,3,3,50.94,0.91,3
2,2,1,2,5,1,4.04,0.40,1
2,2,1,1,5,1,5.86,1.71,7
2,1,1,1,5,1,8.31,1.58,7
4,4,3,3,5,1,41.00,1.52,7
4,4,3,3,4,1,41.00,1.52,7
3,3,3,3,1,1,41.00,1.52,7
4,3,1,1,5,1,19.23,2.82,8
2,2,1,1,4,1,19.23,2.82,8
2,1,1,1,2,1,19.23,2.82,8
2,2,2,2,4,1,21.62,1.71,7
4,3,3,3,4,2,35.94,1.24,5
3,3,2,3,5,1,34.22,1.48,6
4,4,4,4,1,2,42.49,1.17,4
2,2,1,2,1,2,19.41,1.59,7
4,4,4,4,1,2,48.61,1.30,5
5,5,4,4,5,2,66.75,1.77,7
6,5,5,5,4,4,107.10,1.08,3
5,5,5,5,3,3,66.28,1.13,4
4,3,2,2,4,3,12.60,0.74,1
3,2,2,2,5,3,16.93,1.25,5
2,2,2,2,1,3,16.93,1.25,5
3,2,2,2,5,4,15.65,1.10,3
2,2,2,2,1,2,16.61,1.26,5
2,2,2,2,2,2,23.51,1.40,6
2,1,1,1,5,2,8.68,2.20,8
5,4,3,3,5,1,31.31,1.13,4
4,3,2,3,5,1,41.10,1.94,7
5,5,5,5,3,2,80.29,1.22,5
4,4,4,4,2,1,46.48,1.02,3
3,3,2,2,5,2,14.78,1.13,4
2,2,1,2,5,1,16.41,1.52,7
2,1,1,1,5,1,5.14,2.46,8
4,4,2,3,3,1,35.81,1.74,7
3,3,3,3,2,1,29.54,1.14,4
4,3,2,2,5,1,15.90,1.22,5
3,2,2,2,3,1,15.90,1.22,5
2,2,2,2,1,2,15.89,1.07,3
2,2,1,2,3,2,14.62,1.22,5
2,2,1,1,5,2,6.12,0.84,2
2,1,1,1,5,1,5.85,0.75,2
2,2,1,2,4,1,10.00,0.84,2
2,1,1,2,3,1,10.00,0.84,2
2,2,1,2,5,5,9.00,0.83,2
2,2,1,1,5,2,11.76,1.31,5
2,1,1,1,4,3,7.19,0.91,3
2,1,1,1,5,1,15.56,2.42,8
2,1,1,2,3,1,11.23,1.06,3
2,2,1,1,5,1,8.29,2.45,8
2,1,1,1,5,1,3.90,0.47,1
2,1,1,1,5,2,9.32,1.31,5
3,2,2,2,5,4,20.60,1.09,3
2,2,2,2,4,1,18.58,1.48,6
5,5,2,3,5,4,33.50,1.40,6
4,3,2,2,4,2,29.50,1.55,7
3,2,2,2,3,2,29.50,1.55,7
3,2,2,3,1,2,36.24,1.78,7
4,3,3,3,5,3,31.30,1.16,4
4,4,4,4,5,1,47.98,1.19,4
4,3,3,4,1,2,33.60,0.87,2
5,4,3,4,4,3,46.42,1.27,5
5,4,4,4,4,4,40.80,1.07,3
2,2,1,2,4,2,19.76,1.59,7
3,3,3,3,3,4,32.53,1.38,6
5,4,3,3,4,1,31.39,1.10,4
4,4,3,3,2,1,31.39,1.10,4
3,3,2,2,3,1,22.90,1.28,5
2,2,2,2,1,1,22.90,1.28,5
5,4,2,3,5,1,21.49,1.03,3
4,4,2,2,5,2,26.19,1.90,7
2,2,2,2,1,2,26.19,1.90,7
5,5,5,5,1,2,69.20,0.97,3
5,5,5,5,2,4,85.30,1.05,3
5,5,4,4,4,1,46.20,1.19,4
5,4,4,4,2,1,46.20,1.19,4
2,2,1,2,3,2,36.65,2.35,8
3,3,2,2,5,1,21.60,1.18,4
3,2,2,2,5,1,24.32,1.63,7
2,2,2,2,1,1,24.32,1.63,7
3,2,1,2,5,3,8.05,0.76,2
2,1,1,1,5,1,4.01,1.15,4
4,4,3,3,3,1,32.26,1.22,5
4,3,3,3,1,1,32.26,1.22,5
2,1,1,2,1,2,11.55,1.12,4
5,5,3,4,5,1,61.16,1.76,7
4,4,3,4,2,1,61.16,1.76,7
4,3,3,4,1,1,37.15,1.23,5
4,3,3,4,1,2,40.80,1.34,5
2,1,1,2,3,4,10.92,1.07,3
4,4,4,4,1,3,46.13,0.99,3
2,2,1,2,5,4,10.05,0.67,1
2,2,1,1,4,2,9.32,1.30,5
2,2,2,2,2,2,14.10,1.11,4
2,2,1,2,5,5,11.41,1.04,3
2,2,1,1,3,1,11.90,2.06,8
2,2,2,2,4,1,16.58,1.27,5
3,2,2,2,5,3,20.39,1.04,3
2,1,1,1,4,1,5.00,0.61,1
4,1,1,1,5,1,2.09,0.92,3
2,1,1,1,4,4,10.28,1.23,5
2,2,1,1,3,1,6.80,0.92,3
2,1,1,1,4,2,10.28,1.43,6
2,1,1,1,5,5,7.03,0.96,3
2,1,1,1,5,2,5.93,0.96,3
4,4,3,4,5,1,13.71,0.43,1
5,4,1,2,5,1,22.64,1.88,7
3,2,1,2,3,1,22.64,1.88,7
2,2,2,2,2,1,22.59,1.33,5
3,2,2,2,3,1,25.17,1.37,6
2,2,2,2,1,1,25.17,1.37,6
2,2,2,2,1,1,26.17,1.48,6
2,1,1,2,3,1,15.52,1.19,4
2,1,1,2,1,1,15.52,1.19,4
2,2,2,2,2,1,15.77,1.25,5
3,2,1,1,5,2,6.27,0.65,1
4,4,3,4,2,2,41.83,1.12,4
4,4,4,4,5,3,49.28,1.28,5
2,2,2,2,3,1,12.43,0.93,3
2,2,1,2,4,1,13.25,1.16,4
2,2,1,2,3,1,13.25,1.16,4
2,1,1,2,1,1,13.25,1.16,4
4,4,2,2,5,1,30.84,1.70,7
4,3,2,2,5,1,30.84,1.70,7
2,2,2,2,1,1,36.53,2.16,8
3,3,3,3,1,2,33.60,1.21,5
3,2,2,2,3,3,20.60,1.38,6
2,2,2,2,1,3,20.60,1.38,6
5,4,4,5,1,3,62.63,1.19,4
5,4,4,4,5,3,42.48,0.89,2
4,4,3,3,5,3,27.18,1.01,3
2,2,2,2,2,1,19.82,1.22,5
3,3,3,3,1,5,26.87,0.99,3
3,3,2,2,5,1,17.56,1.17,4
2,2,1,2,5,3,18.83,1.58,7
2,2,1,2,4,1,17.40,1.54,7
4,3,1,1,5,1,24.36,6.20,8
5,4,3,4,4,2,35.49,0.98,3
4,3,3,4,1,2,35.49,0.98,3
2,2,2,2,1,1,11.33,0.86,2
2,2,1,2,1,3,22.59,1.98,7
3,3,2,2,5,2,23.82,1.37,6
2,2,2,2,1,2,23.82,1.37,6
3,3,1,1,5,1,22.93,2.41,8
2,2,1,1,5,1,22.93,2.41,8
2,2,1,1,2,1,22.93,2.41,8
5,5,2,2,5,1,14.94,1.05,3
5,4,1,1,5,1,16.61,1.73,7
2,1,1,1,2,1,16.61,1.73,7
2,2,2,2,4,1,22.76,1.75,7
3,3,2,3,4,1,31.69,1.50,6
3,2,2,2,4,2,22.78,1.68,7
2,2,2,2,1,2,22.78,1.68,7
2,2,2,2,1,2,18.34,1.23,5
3,2,2,2,4,1,29.53,1.54,7
4,4,4,4,3,2,36.75,0.98,3
6,5,4,5,3,4,65.21,1.21,5
4,3,3,3,2,1,31.00,1.13,4
4,4,3,3,4,2,26.20,0.91,3
3,2,2,3,1,1,31.40,1.37,6
4,3,3,3,2,3,28.88,0.97,3
3,2,1,1,5,4,8.16,1.87,7
2,2,1,1,5,1,9.81,3.82,8
2,1,1,2,1,3,17.02,1.29,5
2,2,1,2,3,2,15.52,1.42,6
3,2,2,2,5,3,15.14,1.11,4
2,2,1,2,3,1,18.15,1.30,5
2,2,1,2,1,1,18.15,1.30,5
2,2,1,2,3,2,11.24,0.98,3
3,3,2,3,5,2,36.04,1.78,7
5,5,5,5,1,1,66.28,0.96,3
2,2,2,2,2,2,16.40,1.18,4
3,3,2,2,5,1,19.00,1.36,6
3,2,2,2,5,1,19.00,1.36,6
2,2,2,2,1,1,19.00,1.36,6
2,2,2,2,1,2,24.35,1.39,6
3,3,3,3,1,2,27.31,1.09,3
5,5,4,4,4,4,41.60,0.84,2
2,1,1,1,4,1,6.51,0.86,2
2,1,1,1,4,2,10.16,1.40,6
3,3,2,3,3,2,28.41,1.34,5
5,4,3,4,4,5,33.73,1.04,3
4,4,3,4,3,1,36.26,1.02,3
3,3,1,1,5,2,25.38,2.68,8
3,2,1,1,4,2,25.38,2.68,8
2,1,1,1,1,2,25.38,2.68,8
2,1,1,2,1,1,12.92,1.26,5
2,2,1,2,2,1,14.30,1.12,4
2,1,1,1,4,2,5.09,1.36,6
2,1,1,2,1,1,12.80,1.26,5
2,2,2,2,2,3,15.60,1.03,3
2,2,1,2,3,3,11.07,1.02,3
3,3,3,3,1,1,27.03,1.15,4
3,3,1,1,5,1,16.00,1.93,7
2,2,1,1,3,1,16.00,1.93,7
2,1,1,1,2,1,16.00,1.93,7
2,2,2,2,4,1,18.50,1.26,5
3,3,2,3,4,3,32.26,1.55,7
4,3,3,3,2,1,35.25,1.43,6
3,3,3,3,1,2,32.98,1.24,5
5,4,3,4,5,4,30.20,0.92,3
4,4,3,3,4,3,25.83,0.87,2
4,3,3,3,5,1,18.22,0.67,1
3,2,2,2,1,2,24.46,1.29,5
2,2,1,1,5,1,8.39,3.07,8
2,1,1,2,3,3,12.64,1.22,5
2,1,1,1,5,1,6.63,0.71,1
3,3,2,3,4,3,27.84,1.10,3
2,2,2,2,3,2,19.62,1.60,7
2,1,1,3,5,3,28.28,1.27,5
4,3,1,1,5,1,17.07,3.41,8
2,2,1,1,4,1,17.07,3.41,8
2,1,1,1,3,1,17.07,3.41,8
2,1,1,2,2,2,20.38,1.80,7
2,2,2,3,1,2,23.64,1.14,4
3,2,2,2,2,3,27.95,1.50,7
2,2,1,1,5,2,10.49,1.23,5
3,3,3,3,2,3,26.25,1.08,3
2,2,1,1,5,2,7.31,1.12,4
3,3,2,3,1,1,27.27,1.33,5
5,2,2,2,1,3,16.95,0.92,3
3,3,2,3,5,3,27.09,1.33,5
4,4,3,3,5,2,26.45,0.96,3
3,2,2,3,3,1,26.30,1.25,5
3,2,2,3,1,1,28.88,1.35,6
3,2,2,2,5,2,18.64,1.22,5
4,3,3,4,1,1,35.69,1.07,3
4,4,4,4,1,3,37.47,1.04,3
4,4,4,4,2,3,40.51,1.01,3
2,2,1,2,4,1,19.50,1.63,7
4,3,3,3,5,3,19.41,0.79,2
5,4,3,4,5,3,42.90,1.29,5
5,5,4,5,4,3,51.80,0.91,3
4,3,3,3,5,2,19.76,0.73,1
4,3,2,3,3,3,22.35,1.02,3
2,1,1,1,1,1,10.78,1.21,5
2,1,1,1,1,2,11.33,1.24,5
3,2,2,3,3,2,23.70,1.02,3
2,1,1,1,4,3,5.71,0.83,2
4,3,2,3,4,3,21.75,0.99,3
2,1,1,1,4,2,11.82,1.35,5
4,4,3,3,3,2,27.87,1.18,4
3,3,3,3,2,1,37.01,1.44,6
4,3,2,3,4,3,34.18,1.52,7
3,3,2,3,3,3,34.18,1.52,7
4,4,4,4,1,3,45.15,1.16,4
4,4,4,4,4,2,38.99,0.87,2
4,4,4,4,4,3,48.52,1.28,5
4,4,3,4,5,3,37.78,1.25,5
6,5,5,5,1,3,73.78,1.25,5
3,3,2,2,5,1,6.61,0.44,1
2,2,2,2,5,1,6.61,0.44,1
3,2,1,1,5,1,11.94,2.58,8
2,2,1,1,4,1,11.94,2.58,8
2,1,1,1,3,1,11.94,2.58,8
4,3,2,2,3,1,25.02,1.69,7
5,4,4,4,4,2,64.89,1.59,7
5,4,3,4,5,2,13.66,0.38,1
4,4,3,4,5,2,13.66,0.38,1
4,3,1,1,5,1,18.91,2.11,8
4,3,1,1,5,1,24.27,2.90,8
2,2,1,1,3,1,24.27,2.90,8
2,2,1,1,2,1,24.27,2.90,8
2,2,2,2,1,2,32.58,1.68,7
4,3,3,3,5,3,30.22,1.10,3
5,4,4,4,4,3,73.06,1.48,6
5,5,4,5,5,3,57.01,1.05,3
5,5,5,5,4,3,92.64,1.36,6
4,3,3,3,4,2,27.41,1.08,3
4,2,2,4,1,1,39.55,1.12,4
4,3,3,4,1,1,42.36,1.21,5
4,3,1,2,5,1,26.91,1.93,7
3,3,1,2,4,1,26.91,1.93,7
4,3,3,3,1,2,31.35,1.09,3
4,3,3,3,3,2,36.45,1.33,5
5,4,3,3,5,1,64.06,2.52,8
4,3,3,3,2,1,64.06,2.52,8
2,2,2,2,4,1,21.74,1.37,6
2,2,2,2,3,1,21.74,1.37,6
3,3,2,3,4,1,43.47,1.93,7
5,4,4,4,4,3,63.66,1.48,6
6,5,5,5,2,3,75.45,1.01,3
3,3,2,3,5,3,20.66,0.98,3
2,1,1,1,3,1,11.85,1.58,7
2,2,2,2,2,4,14.32,1.16,4
2,2,2,2,1,1,22.09,1.75,7
3,2,2,3,5,4,22.15,0.99,3
4,4,3,4,4,2,34.91,1.15,4
3,2,2,2,5,3,20.16,1.12,4
4,4,4,4,5,2,53.39,1.38,6
4,4,2,2,5,1,11.48,0.85,2
4,3,1,1,5,2,9.53,1.48,6
2,2,1,1,5,2,9.53,1.48,6
2,1,1,1,1,2,9.53,1.48,6
2,1,1,2,2,2,12.50,1.17,4
2,1,1,1,4,2,18.78,1.88,7
3,3,2,3,5,5,23.90,1.07,3
3,3,2,2,4,2,20.57,1.16,4
2,2,2,2,1,2,20.57,1.16,4
2,2,1,2,5,2,6.21,0.58,1
2,1,1,1,5,2,3.68,0.62,1
6,6,6,6,5,3,312.00,1.64,7
6,6,6,6,4,3,312.00,1.64,7
6,6,6,6,1,3,312.00,1.64,7
2,2,2,2,5,1,18.18,1.52,7
2,2,2,2,1,4,15.64,1.12,4
2,1,1,2,4,3,14.37,1.34,5
3,3,2,2,3,4,11.84,0.91,3
2,2,2,2,1,4,11.84,0.91,3
2,2,2,2,3,3,17.53,1.13,4
2,2,1,1,5,1,14.75,3.53,8
2,2,2,2,1,2,18.94,1.52,7
4,3,3,4,2,3,43.99,1.37,6
2,2,1,1,5,3,2.58,0.39,1
2,1,1,1,5,3,2.58,0.39,1
4,3,3,4,1,2,56.86,1.45,6
5,4,3,4,5,3,26.72,0.74,1
5,4,3,4,4,3,26.72,0.74,1
4,3,3,3,4,3,28.35,0.99,3
6,6,6,6,4,1,263.04,0.99,3
3,2,2,2,4,1,18.91,0.96,3
3,3,2,3,5,3,30.79,1.43,6
5,5,5,5,3,2,58.41,0.88,2
5,4,3,3,5,3,19.54,0.77,2
4,3,3,3,5,4,32.17,1.21,5
4,4,3,4,4,3,47.58,1.49,6
4,3,3,4,2,3,47.58,1.49,6
