,Ticker,bounceback score,close,date,lowest price,num of weeks,open,volume
0,GNRC,3,13.12,20100611,10.99,2,12.53,315400
1,GNRC,3,18.6,20110225,15.32,2,17.2,595000
2,GNRC,2,20.42,20110722,17.25,7,19.74,404300
3,GNRC,4,20.31,20110826,16.52,1,16.93,711500
4,GNRC,3,45.34,20141031,38.85,3,44.52,4917911
5,GNRC,0,49.03,20171006,40.0,127,47.9,2843620
6,KOP,0,40.35,20161125,34.72,70,38.1,594891
7,KOP,4,23.79,20081031,17.54,1,17.0,1551500
8,KOP,4,21.42,20081128,14.07,1,14.28,1534700
9,KOP,4,12.39,20090313,10.14,1,9.83,2519100
10,KOP,3,24.5,20090508,17.36,3,19.08,1649500
11,KOP,2,32.24,20090918,26.45,5,27.59,1204600
12,KOP,2,32.14,20100514,27.17,5,31.27,932600
13,KOP,0,40.68,20130118,34.9,83,39.65,216100
14,KOP,1,34.53,20111028,28.6,10,29.91,1000400
15,KOP,3,31.54,20111014,24.13,3,28.2,706600
16,KOP,2,39.48,20141031,32.75,4,35.78,399484
17,KOP,0,32.53,20160715,27.85,84,30.95,668363
18,KOP,0,27.08,20150612,23.28,26,26.8,517385
19,KOP,4,18.56,20150306,16.12,1,16.19,1951000
20,KOP,3,26.13,20150508,22.47,2,22.81,2034302
21,KOP,2,23.37,20151009,19.21,5,19.56,1458324
22,DFIN,2,22.98,20161230,18.57,4,19.8,1218818
23,DEI,0,25.19,20130308,21.58,243,24.41,4494800
24,DEI,3,12.3,20081212,8.92,3,10.36,20876100
25,DEI,4,8.92,20090313,6.45,1,6.5,18221200
26,DEI,4,12.36,20090807,10.16,1,10.28,17686700
27,DEI,1,17.29,20100903,14.63,13,16.0,9074900
28,DEI,0,22.7,20120316,19.47,38,21.71,6063100
29,NGG,4,68.71,20160212,28.24,1,69.21,5064784
30,CMD,1,11.58,20080606,9.89,13,10.7,451400
31,CMD,3,10.7,20080530,9.15,3,10.52,192508
32,CMD,2,12.73,20081212,9.02,7,10.18,1076742
33,CMD,3,16.81,20090605,12.51,2,14.08,1705745
34,CMD,2,16.32,20101001,14.14,6,16.04,228080
35,CMD,2,21.57,20101203,18.22,6,20.11,297442
36,CMD,2,24.04,20110916,20.42,4,22.26,249435
37,ORCL,1,21.98,20080523,19.0,11,22.05,142280300
38,ORCL,2,22.84,20080530,19.84,7,22.05,113668600
39,ORCL,0,22.86,20090911,19.48,49,22.12,101725900
40,ORCL,0,28.0,20101008,24.32,33,27.02,203717900
41,ORCL,0,33.76,20121221,28.74,56,32.0,196504000
42,ORCL,0,37.98,20131227,31.98,40,36.53,54562900
43,BFZ,0,15.91,20120629,13.8,206,15.58,390379
44,BFZ,0,14.47,20100806,12.58,96,14.25,338534
45,BFZ,4,9.91,20081017,8.48,1,9.0,329714
46,FLO,4,24.35,20081219,7.57,1,23.21,5868890
47,FLO,1,29.34,20080711,25.44,9,27.14,4083289
48,FLO,4,29.65,20081031,25.68,1,25.32,3723867
49,FLO,0,23.71,20120706,20.6,47,23.27,1939334
50,FLO,3,24.02,20150814,20.79,3,21.91,6523507
51,FLO,1,27.05,20151023,22.8,8,25.98,6274650
52,FLO,2,18.71,20160318,15.71,5,18.01,11183729
53,BOE,4,15.782,20081017,12.13,1,13.18,422069
54,BOE,4,12.9,20081128,11.16,1,11.25,238157
55,BOE,3,13.85,20090327,11.73,3,13.32,140095
56,MIC,4,65.5,20171124,13.24,1,64.2,3209376
57,MIC,0,12.04,20091224,9.96,63,11.24,1791300
58,MIC,4,4.66,20081128,2.32,1,2.44,3695400
59,MIC,3,1.75,20090327,1.27,2,1.16,7336300
60,MIC,4,1.75,20090327,1.15,1,1.16,7336300
61,MIC,4,2.85,20090417,1.8,1,1.94,5594100
62,MIC,3,15.09,20100409,13.11,2,14.05,1453500
63,MIC,1,26.96,20110617,22.61,8,25.82,2993200
64,MIC,1,25.89,20111028,22.1,10,24.72,670600
65,FMY,4,15.6,20081017,11.05,1,14.16,62430
66,DEX,0,10.68,20090814,9.1506,45,10.4,353348
67,DEX,2,6.47,20081219,5.33,4,5.83,218012
68,DEX,3,6.86,20081226,5.9,2,6.51,163152
69,DEX,1,11.68,20091016,9.96,11,11.48,253034
70,LMT,4,75.58,20100212,10.65,1,75.68,16715500
71,LMT,2,85.55,20090102,72.26,7,81.0,6228100
72,ASIX,3,18.02,20161118,14.92,2,16.61,1965153
73,ASIX,3,26.45,20170203,22.43,3,25.33,1063862
74,BIG,2,17.51,20080201,13.97,4,15.17,13737600
75,BIG,4,31.06,20080530,26.91,1,27.13,15586600
76,BIG,0,21.62,20090327,17.95,20,20.21,12518500
77,BIG,1,43.59,20120203,36.28,9,39.77,9161600
78,BIG,2,40.79,20120629,35.43,6,38.49,6596900
79,BIG,2,31.82,20130125,27.22,6,30.74,5043100
80,BIG,2,36.56,20130802,31.53,5,35.62,1634700
81,BIG,0,42.44,20140530,35.67,29,38.39,10806600
82,BIG,4,48.58,20150828,41.11,1,41.06,13693132
83,LPI,2,24.11,20120203,19.67,6,22.21,917800
84,LPI,1,20.0,20130607,17.34,16,19.46,2084500
85,LPI,3,19.92,20130315,16.86,2,17.81,5025800
86,LPI,4,10.0,20141219,7.76,1,7.85,35538851
87,LPI,3,13.33,20150206,9.28,2,9.91,48804275
88,LPI,0,10.01,20160415,7.79,17,8.74,16819614
89,LPI,4,4.95,20160226,4.1,1,4.42,24759778
90,LPI,3,12.18,20160429,10.01,2,11.25,23716748
91,USA,0,6.07,20140703,5.27,302,6.0,1072926
92,USA,2,3.21,20081219,2.72,4,3.05,3193809
93,USA,1,3.3,20090417,2.76,8,3.09,3287601
94,PCQ,4,13.05,20100319,4.69,1,13.23,266346
95,PCQ,4,11.72,20081017,9.24,1,10.25,308902
96,PCQ,3,8.76,20081226,7.29,2,8.4,881082
97,PCQ,3,8.76,20081226,7.29,2,8.4,881082
98,DOOR,4,28.0,20090731,11.29,1,20.0,80700
99,DOOR,1,31.75,20120907,27.5,11,29.75,80000
100,DOOR,2,33.75,20120914,28.625,7,31.75,251900
101,DOOR,2,60.57,20160311,51.08,5,57.67,1375515
102,DOOR,2,77.0,20170224,65.3,6,68.6,1236730
103,JLL,3,80.52,20080201,60.57,2,65.83,5935400
104,JLL,0,77.43,20100409,66.06,98,74.71,2131100
105,JLL,0,54.91,20091204,46.79,63,49.64,3216900
106,JLL,3,26.76,20081212,21.09,3,23.98,6169400
107,JLL,2,24.52,20090327,19.92,4,20.68,6440200
108,JLL,4,51.57,20091009,43.87,1,44.36,4639100
109,JLL,1,81.05,20100903,69.74,13,76.61,1747000
110,JLL,0,81.44,20120203,67.66,25,74.45,3925400
111,JLL,2,69.87,20111028,58.52,7,59.38,3944600
112,SAN,0,10.2,20090508,8.66,25,9.09,12338206
113,SAN,4,8.37,20081128,6.81,1,7.28,14247552
114,SAN,2,11.53,20100618,9.83,6,10.61,70127303
115,SAN,4,10.55,20100611,8.92,1,9.12,78512316
116,SAN,0,9.29,20131018,7.87,110,8.67,34426528
117,SAN,3,7.91,20111209,6.8,2,7.97,21018213
118,SAN,3,6.04,20151009,5.22,2,5.5,32584381
119,SAN,3,4.5,20160304,3.86,2,4.01,29739694
120,MLI,4,31.77,20160617,4.32,1,32.08,1298653
121,MLI,0,30.76,20101105,26.39,119,29.53,730500
122,MLI,0,26.48,20100108,22.63,66,25.26,723600
123,MLI,4,22.87,20081031,17.66,1,17.33,1905100
124,MLI,4,23.89,20090206,20.12,1,19.86,1525000
125,MLI,3,35.11,20161111,29.99,2,30.73,1299232
126,TLRA,3,7.96,20130830,6.74,2,7.35,781900
127,TLRA,2,4.95,20131220,4.07,5,4.19,999100
128,TLRA,2,4.95,20131220,4.07,5,4.19,999100
129,TLRA,2,4.95,20131220,4.07,5,4.19,999100
130,TLRA,1,4.59,20140620,3.94,10,4.18,4587200
131,TLRA,1,4.59,20140620,3.94,10,4.18,4587200
132,TLRA,2,2.81,20141114,2.17,5,2.27,1425631
133,TLRA,3,2.43,20150227,2.1,3,2.41,837733
134,TLRA,4,2.88,20150424,2.27,1,2.29,1814378
135,TLRA,4,2.88,20150424,2.27,1,2.29,1814378
136,TLRA,4,2.13,20151106,1.81,1,1.86,681545
137,TLRA,1,2.02,20160422,1.69,10,1.98,479662
138,BMA,4,68.9,20160624,1.65,1,74.44,1270493
139,BMA,4,9.44,20081107,7.05,1,7.65,1486947
140,BMA,4,9.44,20081107,7.05,1,7.65,1486947
141,BMA,1,14.89,20090508,9.62,10,10.74,1005092
142,BMA,1,14.89,20090508,9.62,10,10.74,1005092
143,BMA,3,19.67,20090821,16.98,3,16.45,822261
144,BMA,0,35.73,20100723,28.51,25,32.74,653843
145,BMA,3,23.34,20111014,20.01,2,20.53,802297
146,BMA,2,23.31,20120106,18.64,6,20.03,1042734
147,BMA,0,18.15,20121214,15.24,33,16.08,812636
148,BMA,3,14.48,20120914,12.52,2,13.25,602101
149,BMA,2,17.16,20130809,14.34,7,15.49,448343
150,BMA,3,18.95,20130816,15.12,3,17.17,771205
151,BMA,4,22.87,20140214,18.19,1,18.23,1209835
152,BMA,3,34.98,20140606,29.77,3,31.86,1267291
153,BMA,3,37.2,20141024,31.81,2,33.61,580648
154,BMA,3,49.5,20150213,38.64,2,42.53,852183
155,BMA,4,43.35,20151009,37.69,1,38.08,794556
156,BMA,0,74.26,20160617,62.17,31,69.74,1041734
157,CVE,4,17.33,20141212,11.82,1,21.07,20572232
158,CVE,3,28.89,20100409,24.43,2,28.34,3312805
159,CVE,2,8.51,20170728,6.9,5,7.54,41463479
160,EPR,4,67.22,20171215,9.44,1,66.99,2634128
161,EPR,2,51.18,20080201,42.76,4,47.02,1419500
162,EPR,0,33.87,20090807,28.75,38,27.76,4062100
163,EPR,2,18.4,20090403,14.91,5,15.49,6407300
164,EPR,4,16.45,20090313,12.79,1,12.54,5639700
165,DEL,4,52.26,20110617,44.85,1,50.45,205700
166,DEL,0,52.04,20100416,45.15,74,47.7,198600
167,DEL,3,35.4,20090320,28.78,2,33.2,410900
168,DEL,3,38.38,20090327,32.88,2,36.32,321900
169,DEL,2,39.34,20090717,33.58,7,35.51,204200
170,ALB,0,44.31,20100409,38.07,19,42.93,2290300
171,ALB,4,24.35,20081031,20.92,1,20.0,6604500
172,ALB,2,23.1,20090102,18.29,6,19.64,2933900
173,ALB,2,24.87,20090403,19.35,5,20.93,4777900
174,ALB,0,53.1,20101105,45.66,27,50.59,3744100
175,ALB,0,66.99,20120203,58.12,25,62.7,3880900
176,ALB,0,63.16,20150508,54.59,29,60.69,9055104
177,ALB,0,63.16,20150508,54.59,29,60.69,9055104
178,ALB,2,50.72,20151009,42.0,4,46.48,8219992
179,ALB,1,65.2,20160401,56.01,13,61.99,6364621
180,PAY,0,18.79,20080822,13.99,20,16.43,19184900
181,PAY,3,13.53,20080509,10.92,2,12.01,11643000
182,PAY,2,5.51,20081219,3.75,4,3.68,13666600
183,PAY,3,5.51,20081219,3.5,2,3.68,13666600
184,PAY,4,5.33,20090313,4.02,1,3.99,5245100
185,PAY,3,10.39,20090814,8.68,3,9.05,3394900
186,PAY,2,21.89,20100305,17.26,4,19.43,9668200
187,PAY,2,38.81,20110916,31.66,4,35.17,35656800
188,PAY,2,43.0,20111028,35.02,4,38.9,8264500
189,PAY,2,36.59,20120713,30.46,4,32.66,17552100
190,PAY,1,32.56,20121207,27.85,10,30.54,12506700
191,PAY,1,22.05,20130503,18.92,10,21.05,9765500
192,PAY,3,22.05,20130503,19.0,2,21.05,9765500
193,PAY,3,30.47,20151009,26.2,2,28.55,7377404
194,PAY,3,25.81,20160304,21.16,3,23.97,4772339
195,PAY,0,20.84,20170224,18.12,35,19.53,8044427
196,ATUS,4,32.3,20170630,15.08,1,35.08,10854569
197,VTN,0,15.68,20101105,13.63,115,15.55,70242
198,CCM,0,8.5,20140221,7.0,178,6.23,2248990
199,CCM,0,8.5,20140221,6.25,156,6.23,2248990
200,CCM,0,5.89,20140110,5.01,140,5.5,394448
201,CCM,3,4.07,20110812,3.498,3,3.65,206861
202,CCM,0,3.96,20120210,3.35,21,3.76,189290
203,CCM,3,3.62,20111028,3.08,3,3.37,118590
204,CCM,1,3.72,20120907,3.0,14,3.0,441545
205,CCM,1,3.72,20120907,2.6,12,3.0,441545
206,CCM,3,4.98,20130823,4.16,2,4.62,366915
207,CCM,1,5.89,20140110,5.11,8,5.5,394448
208,CCM,3,6.11,20140214,5.2,3,5.55,1608663
209,CCM,3,7.3,20150109,6.04,2,6.44,435330
210,CCM,3,7.3,20150109,6.04,2,6.44,435330
211,CCM,2,5.6,20151218,4.62,4,5.08,605935
212,CCM,1,4.88,20170217,4.2,12,4.7,112086
213,CCM,3,4.07,20170714,3.53,3,3.96,33254
214,REG,4,64.1,20171103,3.5,1,62.54,5308100
215,REG,2,43.67,20081219,32.71,5,36.66,13022700
216,REG,4,28.07,20090313,22.02,1,21.76,16348100
217,REG,4,28.07,20090313,22.02,1,21.76,16348100
218,REG,3,35.15,20090807,29.43,3,32.28,12353100
219,REG,2,37.57,20100312,32.6,4,36.29,5130500
220,MNR,0,8.42,20100326,7.1,96,8.08,588500
221,MNR,4,7.3,20081031,6.02,1,6.0,342000
222,CLR,4,15.89,20090227,5.89,1,16.58,10002900
223,CLR,2,28.08,20080229,23.06,6,25.29,4607200
224,CLR,4,30.02,20080328,25.6,1,25.63,2812100
225,CLR,2,22.52,20090102,17.85,6,20.33,3366300
226,CLR,4,19.19,20081212,13.54,1,14.76,9360000
227,CLR,4,19.19,20081212,13.54,1,14.76,9360000
228,CLR,4,18.83,20090313,14.34,1,14.39,8851100
229,CLR,4,27.75,20090717,23.49,1,23.62,5375700
230,CLR,4,44.37,20100401,37.54,1,38.86,4512300
231,CLR,4,44.37,20100401,37.54,1,38.86,4512300
232,CLR,2,62.67,20110114,53.89,7,58.08,3828500
233,CLR,1,69.1,20110715,59.38,9,66.69,4741300
234,CLR,2,59.61,20111021,50.64,6,58.37,7567000
235,CLR,2,80.72,20120127,66.71,4,73.2,8063200
236,CLR,1,45.4,20150130,38.23,8,43.16,29955779
237,CLR,3,32.13,20151002,27.7,2,28.31,22421731
238,RNG,1,20.26,20140207,16.46,11,18.16,996300
239,RNG,0,17.03,20150424,14.59,52,16.67,1235229
240,RNG,1,14.27,20141219,12.12,12,13.47,2829443
241,RNG,3,19.07,20160304,16.31,3,18.33,2000024
242,PAA,4,27.32,20160708,19.67,1,26.87,7032461
243,PAA,0,43.51,20090508,37.05,31,41.66,3454995
244,PAA,4,36.39,20081017,28.61,1,30.1,4149297
245,PAA,0,29.0,20160715,23.87,33,27.61,15303867
246,PAA,3,21.27,20160226,17.32,2,20.85,18456239
247,PAA,3,21.27,20160226,17.32,2,20.85,18456239
248,IR,4,91.39,20170630,24.42,1,91.36,7931291
249,IR,2,18.82,20090102,15.11,7,16.6,16051500
250,IR,4,15.68,20081128,12.84,1,13.4,20676900
251,IR,3,27.48,20090724,19.88,2,21.94,44653800
252,IR,1,37.33,20100409,31.26,8,35.65,24084100
253,IR,2,35.7,20110916,30.39,5,31.92,39875100
254,HIL,1,14.65,20080418,12.14,13,13.48,1315500
255,HIL,3,12.82,20080215,11.08,3,11.85,860000
256,HIL,4,4.91,20081114,3.99,1,4.3,2605900
257,HIL,4,3.13,20090313,2.57,1,2.59,2465500
258,HIL,3,4.68,20090724,3.96,2,4.28,656300
259,HIL,1,6.42,20100430,5.31,12,6.0,2082100
260,HIL,3,5.59,20100305,4.85,2,5.29,488400
261,HIL,3,4.79,20100917,3.91,3,4.46,493400
262,HIL,3,5.12,20101015,4.44,2,4.86,497400
263,HIL,2,6.31,20110603,4.99,7,4.23,8120200
264,HIL,3,6.31,20110603,4.0,2,4.23,8120200
265,HIL,3,6.31,20110603,4.0,2,4.23,8120200
266,HIL,3,5.58,20111014,4.68,2,5.0,361700
267,HIL,1,3.67,20120803,3.16,13,3.6,296700
268,HIL,1,3.34,20120713,2.85,8,3.12,155300
269,HIL,3,3.48,20121130,2.88,2,3.12,223100
270,HIL,3,3.48,20121130,2.88,2,3.12,223100
271,HIL,0,3.28,20130920,2.77,24,3.03,549600
272,HIL,2,4.19,20140117,3.6,5,4.06,148500
273,HIL,2,5.29,20140328,4.5,4,5.11,1699200
274,HIL,1,5.05,20150508,3.45,9,5.17,4237594
275,HIL,2,3.91,20150501,3.38,6,3.73,1019228
276,HIL,2,3.72,20160304,3.07,7,3.44,710257
277,HIL,3,3.43,20160226,2.89,2,3.33,405719
278,HIL,1,4.6,20170106,3.95,10,4.4,837653
279,NRP,4,36.45,20161111,3.0,1,30.95,697016
280,NRP,2,31.94,20080418,27.77,4,31.88,553173
281,NRP,0,26.76,20100108,22.26,66,24.37,1086391
282,NRP,4,16.62,20081128,13.27,1,13.36,819998
283,NRP,4,16.62,20081128,13.27,1,13.36,819998
284,NRP,4,22.11,20090313,19.14,1,18.67,1400526
285,NRP,3,25.85,20100219,22.2,2,25.0,619817
286,NRP,3,35.04,20110107,30.0,3,33.7,1451761
287,NRP,0,27.47,20160805,21.8,183,24.4,597199
288,NRP,0,24.38,20160729,20.51,160,21.24,354951
289,NRP,3,16.25,20140627,13.9,3,15.7,2865829
290,NRP,0,14.08,20160610,11.81,87,11.26,494886
291,NRP,0,11.25,20160304,8.35,59,7.72,767335
292,NRP,0,8.51,20160219,6.85,47,1.05,819040
293,NRP,2,3.22,20150828,2.73,5,2.5,3254915
294,NRP,0,8.51,20160219,1.95,17,1.05,819040
295,NRP,4,1.34,20151224,1.05,1,1.03,2365646
296,NRP,4,1.17,20160122,0.86,1,0.86,3426766
297,NRP,3,10.16,20160415,7.8,2,8.41,249262
298,ELVT,1,9.38,20170714,7.59,13,8.05,850980
299,TCO,4,59.88,20170609,7.1,1,59.25,2592582
300,TCO,4,23.84,20081128,20.31,1,21.09,7772900
301,TCO,4,18.11,20090313,13.56,1,13.49,12779268
302,TCO,4,18.11,20090313,13.56,1,13.49,12779268
303,TCO,3,22.28,20090417,18.26,2,19.33,10805174
304,TCO,1,45.65,20100903,38.35,13,42.0,3412189
305,BH,3,7.1,20080725,5.8,2,6.3,1590000
306,BH,3,4.85,20081205,3.91,3,4.27,1482000
307,BH,4,4.42,20081128,3.51,1,3.57,1116000
308,BH,4,7.02,20090313,5.14,1,5.07,1986000
309,BH,1,14.55,20091218,11.11,11,11.81,2896000
310,BH,2,345.0,20100212,293.61,5,326.22,105700
311,BH,1,322.62,20100910,280.0,10,314.5,48800
312,BH,3,317.0,20100903,264.0,3,292.44,62300
313,IVZ,1,27.77,20080502,22.31,8,24.71,9838900
314,IVZ,0,16.5,20090409,14.3,26,15.5,25412800
315,IVZ,4,12.55,20081128,9.26,1,9.8,14149800
316,IVZ,4,12.55,20081128,9.26,1,9.8,14149800
317,IVZ,2,17.38,20090605,14.68,6,15.97,38091800
318,IVZ,3,21.36,20100305,18.44,3,19.61,20182100
319,IVZ,1,20.98,20100917,17.84,15,20.49,16113400
320,IVZ,2,18.67,20110916,16.11,4,16.22,38124000
321,IVZ,2,20.9,20111028,16.46,7,18.76,38329700
322,TGP,4,13.792,20081017,10.37,1,11.52,914982
323,TGP,4,14.0,20081128,9.96,1,10.45,607026
324,TGP,2,19.43,20090313,16.81,7,16.8,878068
325,TGP,0,20.15,20171229,17.51,107,19.95,849571
326,B,4,35.85,20151224,10.17,1,35.04,716974
327,B,0,25.56,20110708,22.11,153,24.97,1145000
328,B,4,13.39,20081128,9.8,1,9.98,2355000
329,B,4,13.39,20081128,9.8,1,9.98,2355000
330,B,4,10.16,20090313,8.01,1,8.09,2474800
331,B,3,13.84,20090724,11.07,2,11.7,2362200
332,B,2,18.96,20091009,15.2,6,16.87,2162000
333,B,2,20.95,20100423,18.06,5,19.97,1924200
334,B,0,25.84,20120127,21.87,25,24.31,2209500
335,CYS,0,14.38,20120831,12.5,124,14.2,9460400
336,SM,4,63.16,20130607,10.28,1,60.72,3803700
337,SM,0,43.25,20100514,37.19,85,41.19,7095300
338,SM,4,20.78,20081212,16.39,1,17.12,3530000
339,SM,3,13.76,20090320,11.63,2,12.1,8577300
340,SM,3,14.7,20090327,12.22,2,14.03,6546500
341,SM,3,35.93,20091218,31.2,2,34.16,5876600
342,SM,2,46.59,20100611,38.77,5,44.27,7193200
343,SM,3,73.82,20110701,62.93,2,65.0,7077300
344,SM,1,86.18,20111028,70.19,10,79.37,6508500
345,SM,0,63.05,20130517,54.62,51,61.09,4762700
346,SM,2,52.33,20120907,44.07,5,47.15,4035500
347,SM,0,61.78,20130222,52.31,20,58.69,6656200
348,SM,1,84.41,20140703,72.7,12,82.9,2885800
349,SM,3,48.14,20150206,35.91,2,38.47,15635616
350,SM,1,41.46,20151009,33.4,11,36.09,11945927
351,SM,3,41.46,20151009,31.85,2,36.09,11945927
352,SM,0,28.18,20160422,22.51,19,23.52,23530478
353,SM,3,15.6,20160304,9.99,3,9.06,32363278
354,SM,3,36.65,20160819,29.3,2,33.43,17735082
355,SM,4,24.02,20170331,20.81,1,20.36,17914774
356,SM,0,21.81,20171103,17.19,22,19.31,27863807
357,SM,3,15.6,20170915,13.54,3,13.67,27381716
358,CLF,4,38.27,20081003,15.86,1,56.86,35485100
359,CLF,3,23.75,20081128,20.27,2,19.85,19199100
360,CLF,4,23.75,20081128,17.9,1,19.85,19199100
361,CLF,4,23.75,20081128,17.9,1,19.85,19199100
362,CLF,3,18.54,20090327,13.0,3,14.87,34620600
363,CLF,4,31.02,20090508,25.29,1,26.24,31173800
364,CLF,3,53.6,20100219,39.95,3,47.3,31888800
365,CLF,3,53.6,20100219,39.95,3,47.3,31888800
366,CLF,1,67.08,20100903,56.22,11,60.11,23714100
367,CLF,3,97.42,20110708,81.51,3,94.13,11675200
368,CLF,3,78.49,20110902,67.64,2,77.92,17535300
369,CLF,3,65.21,20111014,51.17,2,57.89,19817900
370,CLF,3,45.55,20120914,35.84,2,39.53,69402400
371,CLF,3,23.53,20130510,17.63,3,20.8,67391700
372,CLF,3,24.35,20130809,19.71,2,20.75,50844000
373,CLF,4,8.74,20141017,7.32,1,7.6,93015131
374,CLF,3,8.9,20150116,6.31,3,6.98,66302932
375,CLF,0,7.3,20160715,6.27,75,6.27,73925431
376,CLF,0,5.27,20160429,3.86,43,4.28,94283562
377,CLF,3,3.38,20150814,2.46,3,2.73,23874418
378,CLF,2,1.84,20160205,1.57,7,1.65,16332110
379,CLF,3,1.61,20160129,1.4,2,1.54,18908725
380,CLF,3,1.61,20160129,1.4,2,1.54,18908725
381,CLF,3,2.89,20160304,1.81,2,1.89,39837155
382,CLF,3,4.65,20160603,2.91,3,3.96,94848394
383,CLF,2,7.4,20161111,5.34,4,5.91,85316050
384,CLF,3,6.62,20170623,5.69,3,6.02,66811706
385,RHP,4,61.23,20170915,7.96,1,59.7,1019498
386,RHP,0,24.6,20090918,19.87,48,20.71,1482100
387,RHP,4,9.19,20081128,6.01,1,6.06,2101300
388,RHP,4,6.82,20090313,4.99,1,4.9,4818200
389,RHP,4,12.62,20090717,10.66,1,10.71,1600100
390,RHP,2,19.9,20091224,16.77,7,18.75,1401300
391,RHP,4,22.5,20100212,19.02,1,19.0,5573100
392,RHP,3,29.06,20100723,22.17,3,25.4,2827400
393,RHP,3,29.55,20100806,25.33,3,29.45,3005000
394,RHP,0,25.84,20120113,22.33,21,25.62,1299900
395,RHP,0,25.52,20120106,21.7,17,25.07,1541700
396,RHP,1,42.39,20130208,36.31,9,41.25,5982800
397,NEWR,3,39.0,20150925,33.23,3,38.46,1362950
398,NEWR,3,29.28,20160527,24.75,3,26.33,2845296
399,COTV,1,41.63,20170331,35.03,8,39.6,1723017
400,WTI,3,33.48,20080215,28.97,3,32.15,2647400
401,WTI,4,14.0,20081128,12.1,1,12.29,3669300
402,WTI,1,9.53,20090424,8.05,8,8.75,5789300
403,WTI,3,6.45,20090327,5.26,3,6.25,7098200
404,WTI,3,6.45,20090327,5.26,3,6.25,7098200
405,WTI,3,10.69,20090731,8.79,2,9.67,3671900
406,WTI,1,10.56,20100409,8.91,10,8.75,4895800
407,WTI,3,10.56,20100409,8.31,2,8.75,4895800
408,WTI,3,10.56,20100409,8.31,2,8.75,4895800
409,WTI,3,16.45,20101126,14.16,3,15.6,2770700
410,WTI,3,21.02,20110204,18.21,2,19.37,3586900
411,WTI,0,23.9,20120217,20.54,27,23.28,2376700
412,WTI,3,17.77,20111014,13.76,2,14.34,4856400
413,WTI,4,20.75,20111202,16.75,1,17.7,3744000
414,WTI,1,17.79,20120810,14.89,10,16.7,3382500
415,WTI,1,18.36,20130201,15.58,11,17.41,2505800
416,WTI,1,15.08,20130607,12.98,9,14.84,2787400
417,WTI,1,16.89,20140321,14.3,9,15.15,4512700
418,WTI,2,16.89,20140321,14.16,6,15.15,4512700
419,WTI,4,7.63,20141219,5.68,1,5.8,17239938
420,WTI,4,6.31,20150206,5.06,1,5.14,19154400
421,WTI,3,3.6,20150904,2.82,2,3.14,7164754
422,WTI,1,2.87,20160304,1.93,8,1.64,16306141
423,WTI,3,2.87,20160304,1.56,2,1.64,16306141
424,WTI,3,1.63,20161125,1.38,3,1.57,2737402
425,WTI,2,2.4,20170915,1.85,4,1.9,26371645
426,FLS,4,41.39,20170915,1.9,1,39.82,5915633
427,FLS,3,110.72,20080404,96.19,3,103.93,4791300
428,FLS,4,50.33,20081128,40.56,1,41.76,5162100
429,FLS,1,109.33,20100326,94.53,12,103.42,5216700
430,FLS,1,102.5,20100806,88.2,9,101.7,3749600
431,FLS,2,99.16,20100730,85.83,4,96.0,5221600
432,FLS,0,102.01,20111202,88.61,17,94.19,2699600
433,FLS,2,42.29,20160226,36.01,6,41.68,7063565
434,FLS,3,48.81,20160429,42.21,3,46.85,8091238
435,COL,4,129.09,20170825,38.12,1,124.46,10863679
436,COL,1,40.8,20090102,33.54,10,36.75,3080900
437,IDA,0,35.11,20100312,30.39,68,34.4,1661900
438,DIS,1,33.26,20080912,28.29,10,31.99,74784200
439,DIS,1,34.39,20080919,29.2,10,32.59,106901000
440,EW,4,52.84,20081031,22.61,1,50.39,3301200
441,EW,0,66.14,20090612,56.39,40,64.2,1898600
442,EW,0,97.52,20120615,82.69,73,88.41,9512200
443,EW,0,97.52,20120615,83.06,62,88.41,9512200
444,EW,0,79.18,20120127,67.73,23,77.26,4774600
445,EW,0,99.26,20140829,85.6,92,98.63,3261000
446,EW,1,72.94,20130823,63.21,16,70.09,5382200
447,EW,1,77.2,20131018,66.6,15,73.59,4977900
448,EW,2,114.52,20160729,98.58,4,106.35,11721969
449,BPI,4,12.1,20090522,10.19,1,10.5,4865700
450,BPI,4,12.1,20090522,10.19,1,10.5,4865700
451,BPI,3,16.85,20090626,14.58,2,16.53,2563300
452,BPI,3,16.33,20091120,14.18,3,16.07,2190800
453,BPI,3,16.88,20100226,14.27,3,16.23,819600
454,BPI,3,20.43,20100305,14.86,3,16.93,4584300
455,BPI,0,17.32,20101210,14.98,18,15.59,2100800
456,BPI,2,16.73,20100917,13.07,4,14.81,2713900
457,BPI,3,21.15,20110513,16.78,3,19.16,2667500
458,BPI,3,21.0,20111014,17.44,2,19.31,1147900
459,BPI,3,10.77,20120810,8.41,2,9.57,5515700
460,BPI,0,12.49,20130517,9.85,29,10.72,2581900
461,BPI,0,14.9,20170512,12.21,145,13.97,1565798
462,BPI,2,11.56,20170407,9.4,5,10.68,633332
463,CTB,4,34.25,20170915,8.55,1,33.75,2507177
464,CTB,2,10.07,20080808,8.49,7,8.7,5260300
465,CTB,3,8.96,20080718,7.3,2,7.27,6618600
466,CTB,3,5.18,20081205,4.31,2,4.64,3858200
467,CTB,3,4.3,20090327,3.44,3,3.91,2413900
468,CTB,3,8.51,20090501,7.33,2,7.96,3589200
469,CTB,2,17.97,20090918,13.57,5,15.15,11989200
