,Ticker,bounceback score,close,date,lowest price,num of weeks,open,volume
1000,DCM,4,15.27,20081017,13.08,1,13.09,3152855
1001,AKR,0,17.98,20100319,15.35,70,17.64,1236600
1002,AKR,4,13.98,20081128,10.41,1,10.78,1457700
1003,AKR,4,13.98,20081128,10.41,1,10.78,1457700
1004,AKR,4,11.29,20090313,8.9,1,8.75,1444600
1005,AKR,3,11.94,20090403,9.65,2,10.24,1798400
1006,HCN,4,52.2,20110617,19.41,1,49.96,11055100
1007,HCN,2,40.66,20081226,34.5,5,39.55,5671900
1008,HCN,0,43.1,20090807,36.63,34,40.36,11295900
1009,HCN,0,50.9,20101022,43.16,33,49.5,5885700
1010,HCI,4,5.4,20081017,4.5,1,4.99,60900
1011,HCI,0,9.5,20120120,7.43,102,8.45,139683
1012,HCI,3,9.5,20120120,8.05,2,8.45,139683
1013,HCI,3,41.66,20130927,34.68,3,36.67,1099800
1014,HCI,0,46.6,20141017,38.69,22,44.28,912873
1015,HCI,3,44.24,20151023,36.85,3,39.7,866048
1016,HCI,0,35.4,20161209,30.74,47,32.6,320892
1017,CFR,4,89.1,20170915,30.77,1,85.11,3759612
1018,CFR,0,57.0,20100409,49.04,72,56.24,1552800
1019,CFR,2,47.0,20090327,40.57,5,46.56,5055500
1020,FTAI,0,15.59,20170224,13.35,78,15.14,905609
1021,BIP,4,38.36,20151224,9.28,1,37.62,658874
1022,BIP,0,18.1,20091016,15.4,55,17.29,203096
1023,BIP,4,13.7,20081017,10.0,1,12.0,396800
1024,BIP,4,13.7,20081017,10.0,1,12.0,396800
1025,BIP,4,13.7,20081017,10.0,1,12.0,396800
1026,BIP,3,13.62,20090320,11.62,3,12.36,997780
1027,BIP,0,20.52,20101008,17.69,50,19.6,457691
1028,IIPR,1,19.32,20171013,16.66,12,18.99,212560
1029,BJZ,0,16.28,20110930,14.12,157,16.14,46401
1030,OC,4,19.57,20081010,13.45,1,20.99,5614700
1031,OC,4,15.95,20081128,12.08,1,12.73,3449400
1032,OC,4,6.99,20090313,5.33,1,5.33,5185900
1033,OC,2,15.38,20090717,13.36,6,12.68,7037500
1034,OC,1,27.15,20100409,22.98,11,26.2,6623900
1035,OC,2,27.15,20100409,23.53,6,26.2,6623900
1036,OC,0,33.21,20110114,28.1,28,31.25,7549000
1037,OC,0,32.93,20120120,28.43,24,32.11,5570800
1038,OC,1,29.47,20111028,24.91,10,25.35,14729100
1039,OC,2,33.18,20120824,27.35,4,31.7,9985700
1040,OC,0,39.45,20130111,33.36,19,38.06,8760900
1041,AIN,0,37.44,20140523,32.52,331,36.21,318400
1042,AIN,2,32.65,20080808,27.81,4,28.54,508925
1043,AIN,0,28.64,20130222,24.38,229,28.04,400150
1044,AIN,4,15.38,20081128,11.88,1,12.1,210275
1045,AIN,0,13.35,20090529,10.01,18,10.43,525875
1046,AIN,4,6.08,20090313,5.15,1,5.1,578575
1047,AIN,4,6.08,20090313,5.15,1,5.1,578575
1048,AIN,4,10.4,20090522,8.95,1,8.9,304450
1049,AIN,2,21.75,20091224,18.33,4,20.53,108825
1050,AIN,2,21.31,20100305,18.49,4,19.51,212225
1051,AIN,3,18.33,20100723,15.41,3,15.66,217700
1052,AIN,4,18.33,20100723,15.63,1,15.66,217700
1053,AIN,1,23.47,20111104,20.34,12,22.72,267725
1054,AIN,2,23.15,20111028,18.54,7,20.65,254650
1055,EBR,2,17.39,20091127,14.34,4,16.22,1689505
1056,EBR,3,15.11,20100319,13.0,3,14.41,3322673
1057,EBR,2,9.8,20111223,8.42,4,9.27,3720871
1058,EBR,1,7.53,20120810,6.31,10,7.15,4402598
1059,EBR,0,7.25,20160902,5.64,201,6.08,2120392
1060,EBR,3,3.57,20130118,3.06,3,3.23,7596386
1061,EBR,3,3.57,20130118,3.06,3,3.23,7596386
1062,EBR,3,2.97,20130524,2.41,2,2.52,11374909
1063,EBR,1,2.45,20130906,1.94,9,2.2,4780716
1064,EBR,4,2.49,20140321,2.12,1,2.14,7905249
1065,EBR,1,3.67,20140829,2.8,8,3.19,4305268
1066,EBR,0,2.52,20150424,2.03,19,2.07,3791210
1067,EBR,3,1.94,20150402,1.54,3,1.73,2562745
1068,EBR,3,1.94,20150402,1.54,3,1.73,2562745
1069,EBR,1,1.55,20151113,1.32,10,1.45,1733968
1070,EBR,3,1.42,20160129,1.18,2,1.22,1701037
1071,EBR,4,1.42,20160129,1.22,1,1.22,1701037
1072,EBR,0,6.26,20170825,4.97,20,4.37,9300259
1073,EBR,3,4.78,20170707,3.56,2,3.8,2497459
1074,GRX,0,6.9,20100312,5.97,87,6.76,101075
1075,GRX,4,5.2001,20081017,4.2448,1,5.5,155555
1076,GRX,2,4.7344,20081226,4.01,5,4.56,96459
1077,DDD,3,6.12,20090313,4.5,2,4.8,251500
1078,DDD,2,10.62,20080613,8.64,5,9.67,360000
1079,DDD,4,10.32,20081017,8.43,1,8.99,459500
1080,DDD,3,8.0,20081212,6.71,3,6.13,292200
1081,DDD,4,8.0,20081212,5.97,1,6.13,292200
1082,DDD,2,6.81,20090320,5.68,4,6.19,193600
1083,DDD,3,11.6,20091204,9.99,2,10.6,289600
1084,DDD,4,12.22,20100205,10.5,1,10.57,517100
1085,DDD,1,14.8,20100730,12.28,8,13.99,307400
1086,DDD,3,13.98,20100723,11.81,3,11.93,209300
1087,DDD,3,34.15,20110211,27.18,2,29.85,450500
1088,DDD,3,22.34,20110708,17.77,3,20.25,1609334
1089,DDD,3,17.21,20111014,13.99,2,15.91,1993067
1090,DDD,1,19.33,20120127,16.2,13,18.53,2251668
1091,DDD,4,30.63,20120525,25.7,1,25.87,5096801
1092,DDD,2,42.67,20121026,32.85,4,36.72,8751401
1093,DDD,1,39.88,20130503,33.72,8,35.05,25239600
1094,DDD,3,63.01,20131101,53.79,3,59.22,25480400
1095,DDD,2,59.07,20140627,47.64,7,53.83,25109500
1096,DDD,2,31.49,20150417,27.23,5,29.83,12971655
1097,DDD,0,14.49,20160318,12.17,25,13.33,38316038
1098,DDD,2,10.32,20151218,8.74,4,9.25,20249986
1099,DDD,3,8.95,20160205,7.01,3,7.93,15278457
1100,DDD,1,14.12,20160708,12.13,8,13.22,12542574
1101,DDD,4,14.71,20161111,12.45,1,12.94,16924582
1102,DDD,3,16.11,20170113,13.29,2,14.38,27436550
1103,DDD,2,17.01,20170505,14.17,6,15.81,15739476
1104,AROC,2,6.09,20160304,5.07,4,4.0,7025166
1105,AROC,3,6.09,20160304,3.95,2,4.0,7025166
1106,WSO,4,144.71,20161111,10.95,1,137.06,876844
1107,WSO,4,41.09,20081031,34.27,1,34.27,1586500
1108,WSO,4,39.34,20081128,32.32,1,32.44,1107200
1109,WSO,2,77.15,20120706,66.39,7,73.54,1181300
1110,ZAYO,2,27.49,20141128,22.87,5,26.37,4770063
1111,ZAYO,2,29.24,20150814,24.38,5,27.64,4142559
1112,PZC,0,11.79,20130125,10.21,225,11.65,101511
1113,PZC,2,6.38,20090102,5.37,4,5.98,659994
1114,WBS,4,52.17,20170505,12.12,1,51.25,3896698
1115,WBS,0,30.11,20131220,25.97,290,29.17,2698300
1116,WBS,4,15.0,20081128,11.7,1,12.0,2465800
1117,WBS,4,4.62,20090313,2.97,1,2.9,7599700
1118,WBS,3,5.47,20090409,4.43,2,4.9,3941300
1119,WBS,2,17.99,20100326,15.39,6,17.4,2172200
1120,WBS,0,21.4,20110114,17.38,28,19.8,5753500
1121,WBS,0,22.85,20120203,19.53,34,21.31,3619300
1122,KDMN,3,6.56,20161111,5.05,2,4.72,409945
1123,KDMN,4,5.11,20161223,4.39,1,4.42,447920
1124,KDMN,4,2.75,20170428,2.38,1,2.42,866190
1125,KDMN,4,2.75,20170428,2.38,1,2.42,866190
1126,CELP,4,7.4,20170804,2.52,1,7.41,110025
1127,CELP,4,16.25,20141212,12.81,1,11.54,653809
1128,CELP,3,15.42,20150417,12.67,2,14.01,217589
1129,CELP,3,15.42,20150417,12.67,2,14.01,217589
1130,CELP,3,13.37,20150828,10.58,3,10.0,147396
1131,CELP,4,8.84,20160122,5.82,1,6.06,220497
1132,CELP,4,8.84,20160122,5.82,1,6.06,220497
1133,CELP,4,9.2,20160304,6.12,1,6.07,165661
1134,CELP,3,9.7797,20160930,8.47,2,9.0733,321321
1135,CVI,4,21.9,20170505,8.78,1,21.91,4459649
1136,CVI,4,24.23,20080516,19.92,1,19.79,4687900
1137,CVI,1,4.71,20090116,3.94,14,4.5,1389300
1138,CVI,4,3.46,20081212,2.86,1,2.92,1670700
1139,CVI,3,4.53,20090109,3.7,2,4.23,2488200
1140,CVI,3,7.37,20090501,6.2,3,6.72,2174400
1141,CVI,4,7.66,20090717,6.59,1,6.64,1549700
1142,CVI,3,7.82,20100108,6.55,3,7.1,3472800
1143,CVI,3,8.04,20100115,6.86,2,7.91,1920100
1144,CVI,0,8.83,20101008,7.5,22,8.18,1290800
1145,CVI,3,20.41,20110218,17.64,2,19.41,12345000
1146,CVI,2,22.37,20110617,19.27,5,20.99,19641300
1147,CVI,2,25.08,20110701,20.12,6,22.69,9340700
1148,CVI,2,20.98,20120106,17.0,6,19.3,12555500
1149,CVI,0,33.34,20120907,26.75,23,29.84,2338400
1150,CVI,3,48.58,20141031,41.97,3,44.92,2417902
1151,CVI,0,44.46,20151030,38.58,42,41.84,1745743
1152,CVI,0,28.15,20171013,23.96,86,27.47,2287113
1153,CVI,0,17.47,20161118,13.97,17,16.31,4993001
1154,CVI,2,16.01,20161111,13.77,6,13.12,6123684
1155,CVI,4,16.01,20161111,12.89,1,13.12,6123684
1156,CVI,3,21.89,20170428,17.67,2,19.57,5875930
1157,ALE,4,74.27,20170609,20.11,1,74.1,1286733
1158,MVC,1,15.29,20080919,13.29,11,14.52,1097400
1159,MVC,4,11.11,20081128,9.2,1,9.44,776700
1160,GRR,3,9.91,20090313,7.95,2,9.06,77563
1161,GRR,4,11.97,20081031,10.32,1,9.5,54689
1162,GRR,0,14.68,20121207,12.55,24,14.07,56091
1163,BPK,4,17.3044,20121123,13.35,1,17.25,103518
1164,VC,4,63.0,20101015,13.9201,1,58.35,1304700
1165,VC,3,69.16,20110701,59.23,3,65.48,4028100
1166,VC,1,46.02,20120831,39.63,13,41.34,5679400
1167,SHI,0,36.98,20130104,31.35,24,35.41,84412
1168,SHI,3,38.27,20080404,32.99,2,34.98,368299
1169,SHI,0,36.24,20090424,29.9,35,33.91,340700
1170,SHI,2,22.68,20081128,19.51,7,20.62,322490
1171,SHI,3,20.34,20081114,16.36,3,19.65,587707
1172,SHI,0,48.71,20101015,37.5,38,42.29,205130
1173,SHI,1,34.83,20121228,28.18,12,32.38,45952
1174,SHI,2,34.83,20121228,28.87,6,32.38,45952
1175,SHI,2,37.56,20130816,30.82,5,34.28,77919
1176,SHI,2,33.95,20150227,28.53,4,30.37,47367
1177,SHI,3,40.88,20150402,31.82,3,37.63,109577
1178,DNR,0,34.87,20080516,29.23,18,32.98,10064900
1179,DNR,2,28.51,20080215,24.69,4,27.32,7859600
1180,DNR,2,12.97,20090102,9.09,7,9.82,11354500
1181,DNR,4,9.53,20081128,7.36,1,7.8,17918300
1182,DNR,4,12.97,20090102,9.64,1,9.82,11354500
1183,DNR,3,16.2,20090724,13.05,2,15.16,16174800
1184,DNR,2,15.3,20091224,12.85,7,14.62,6968600
1185,DNR,2,16.04,20100312,13.55,6,15.36,112712800
1186,DNR,0,18.07,20101015,15.64,19,17.48,16029300
1187,DNR,2,16.85,20111028,14.09,7,15.97,31575100
1188,DNR,4,8.32,20141219,6.4,1,6.61,112791138
1189,DNR,4,8.32,20141219,6.4,1,6.61,112791138
1190,DNR,3,8.89,20150206,6.8,2,7.12,99436602
1191,DNR,4,2.3,20151224,1.9,1,1.82,65646118
1192,DNR,4,1.19,20160226,1.01,1,1.06,55693553
1193,DNR,0,3.72,20161202,3.04,19,3.19,96047724
1194,DNR,4,2.86,20161111,2.43,1,2.53,55158020
1195,DNR,0,1.78,20171110,1.43,23,1.34,71091651
1196,DNR,2,1.34,20170929,1.16,6,1.24,35352188
1197,EVHC,4,52.31,20170901,1.03,1,52.14,6835435
1198,EVHC,0,69.91,20161202,27.57,58,22.13,26262128
1199,EVHC,2,27.65,20160610,22.63,6,24.87,24747250
1200,EVHC,1,69.91,20161202,20.9,14,22.13,26262128
1201,FUL,0,25.02,20080516,21.11,19,24.36,1581700
1202,FUL,0,22.28,20091016,19.0,54,20.88,1871200
1203,FUL,4,17.67,20081031,13.88,1,13.17,2350700
1204,FUL,1,16.94,20090409,13.97,10,15.55,2826300
1205,FUL,1,22.92,20091224,19.77,12,22.42,583500
1206,FUL,2,23.16,20100312,20.02,5,22.64,886100
1207,FUL,0,24.71,20110701,20.69,56,23.48,2278400
1208,FUL,0,22.94,20111223,19.61,18,22.63,2010800
1209,TTP,0,20.33,20160819,17.38,38,19.74,314948
1210,MAN,4,73.94,20160122,11.15,1,75.66,2730763
1211,MAN,4,31.48,20081128,25.14,1,25.14,2743000
1212,MAN,2,32.37,20090327,27.88,4,28.76,4812700
1213,MAN,2,58.03,20090918,47.95,7,53.88,3788900
1214,MAN,1,61.69,20100423,51.49,11,56.95,8163200
1215,MAN,0,48.12,20130125,41.57,76,46.99,2233200
1216,MAN,3,41.61,20111014,33.06,3,37.65,4359500
1217,MAN,0,80.46,20150227,69.25,21,78.96,3114053
1218,ANTM,2,53.94,20080523,46.0,6,51.45,28943800
1219,ANTM,0,51.34,20090626,44.46,38,49.78,26125900
1220,ANTM,2,42.26,20081219,35.24,5,36.71,25256400
1221,ANTM,4,35.6,20081128,30.08,1,30.43,14394900
1222,ETB,0,15.24,20090911,13.16,49,14.93,399940
1223,ETB,4,11.71,20081017,9.9,1,11.08,349959
1224,ETB,4,10.75,20081128,8.88,1,9.0,340324
1225,ETB,0,16.6,20091224,14.16,19,16.3,251323
1226,STE,4,30.59,20100212,14.34,1,29.6,2349900
1227,STE,2,31.01,20080509,26.15,4,27.9,4989400
1228,STE,2,35.29,20080801,28.99,4,32.86,5583500
1229,STE,3,26.6,20090130,22.79,3,23.84,6988400
1230,STE,3,29.27,20090724,25.0,2,27.2,2365000
1231,STE,0,37.83,20101217,32.48,55,37.2,1226700
1232,GVA,3,35.67,20081031,25.0,3,23.24,5036200
1233,GVA,4,35.67,20081031,23.56,1,23.24,5036200
1234,GVA,2,31.89,20100416,27.63,7,31.0,1261300
1235,GVA,1,23.36,20111028,19.98,12,21.78,1634600
1236,GVA,2,20.79,20110916,17.15,4,18.9,2356700
1237,GVA,2,25.42,20111104,20.79,7,23.02,3216600
1238,AEL,2,9.54,20080222,7.49,4,8.7,2610300
1239,AEL,0,7.24,20090731,6.19,43,6.82,2318600
1240,AEL,3,5.35,20081107,4.25,2,4.52,2879000
1241,AEL,3,3.73,20090320,3.19,2,3.65,1967400
1242,AEL,2,6.72,20090717,5.03,5,5.53,2096400
1243,AEL,3,7.75,20091016,6.46,2,6.97,3530400
1244,AEL,2,11.3,20100423,9.6,7,10.87,1687200
1245,AEL,0,13.74,20130125,11.87,78,13.26,1550300
1246,AEL,2,10.47,20111021,9.04,6,9.84,4252200
1247,AEL,2,28.04,20151106,23.21,6,25.72,2656207
1248,AEL,2,15.29,20160311,13.15,4,14.05,5954494
1249,AEL,4,15.09,20160415,13.01,1,13.06,6939384
1250,XRF,3,7.15,20170714,5.72,2,5.93,524469
1251,XRF,3,7.15,20170714,5.72,2,5.93,524469
1252,XRF,4,7.06,20170922,6.13,1,6.19,687079
1253,TNC,4,73.6,20180105,5.72,1,73.0,597820
1254,TNC,1,38.64,20080919,30.46,12,32.55,1659300
1255,TNC,2,31.34,20080815,25.29,5,28.46,667400
1256,TNC,4,24.09,20081128,20.48,1,20.64,671900
1257,TNC,0,19.32,20090508,15.09,17,15.43,741300
1258,TNC,1,14.9,20090424,12.9,9,13.75,974600
1259,TNC,2,11.9,20090409,9.86,6,10.7,385800
1260,TNC,2,28.38,20100319,23.77,5,26.86,513600
1261,TNC,3,41.03,20110701,34.25,3,38.35,398700
1262,TNC,0,49.4,20130503,42.81,92,46.75,371700
1263,VTR,0,35.3,20090731,30.38,38,33.19,14509000
1264,VTR,3,23.71,20081205,20.02,2,21.96,25341200
1265,VTR,3,23.71,20081205,20.02,2,21.96,25341200
1266,VTR,1,30.22,20090508,25.69,8,28.68,24810700
1267,VTR,0,63.12,20120629,54.13,48,59.71,9188000
1268,VTR,0,59.78,20160311,49.68,17,56.65,30443756
1269,IRM,4,24.28,20081031,20.14,1,19.63,7349600
1270,IRM,2,24.79,20090102,20.75,7,20.09,12584600
1271,IRM,0,33.37,20110408,28.39,50,31.44,18222200
1272,IRM,2,31.14,20140530,26.28,7,30.16,7022500
1273,IRM,0,39.94,20160701,34.6,61,37.6,9146371
1274,IRM,2,38.0,20160506,32.68,4,37.36,31297771
1275,MUE,0,11.3,20090605,9.6501,35,11.1,467672
1276,MUE,3,9.8,20081107,8.46,3,9.58,255856
1277,LCI,3,3.05,20080502,2.08,3,2.31,34600
1278,LCI,3,3.05,20080502,2.08,3,2.31,34600
1279,LCI,3,3.0,20081017,2.39,3,2.15,60000
1280,LCI,4,2.16,20081212,1.83,1,1.8,31000
1281,LCI,2,5.77,20090327,4.81,7,5.41,77700
1282,LCI,0,7.89,20130208,6.2,169,6.6,930400
1283,LCI,3,5.12,20100305,4.17,3,4.66,202500
1284,LCI,3,5.12,20100305,4.17,3,4.66,202500
1285,LCI,2,4.85,20101008,4.19,7,4.6,324200
1286,LCI,2,4.85,20101008,4.16,6,4.6,324200
1287,LCI,2,5.87,20101105,4.61,5,5.15,352200
1288,LCI,0,5.53,20130104,4.73,77,4.84,318100
1289,LCI,3,9.54,20130308,7.65,2,8.06,1345800
1290,LCI,2,11.91,20130503,10.22,4,11.12,892900
1291,LCI,2,17.86,20130913,12.25,5,13.92,1931700
1292,LCI,2,35.88,20140509,30.86,4,33.79,3550200
1293,LCI,2,35.88,20140509,30.86,4,33.79,3550200
1294,LCI,2,39.38,20140829,34.05,4,36.52,4232700
1295,LCI,2,44.71,20140926,36.35,5,41.01,3413503
1296,LCI,3,57.14,20150911,49.17,3,55.1,3093189
1297,LCI,3,22.5,20160520,17.81,2,18.99,4722258
1298,LCI,2,22.4,20170217,19.3,4,21.35,3670786
1299,LCI,1,23.6,20170407,19.95,9,22.35,3290712
1300,LCI,2,18.45,20170929,15.65,6,17.3,4751346
1301,OI,2,24.19,20171201,20.7,4,23.51,6801065
1302,OI,3,46.16,20080718,40.13,2,41.63,11739000
1303,OI,4,22.88,20081031,19.58,1,19.27,14185100
1304,OI,4,20.22,20081128,17.01,1,17.73,4894500
1305,OI,2,17.45,20090409,15.02,7,16.76,9423600
1306,OI,3,31.03,20100305,26.76,3,29.9,12352100
1307,OI,0,34.66,20131220,29.54,151,34.05,4673200
1308,OI,0,33.95,20131213,29.47,140,33.61,5904100
1309,OI,0,26.94,20130315,23.17,85,26.63,7596600
1310,OI,1,19.26,20111021,16.49,9,18.02,11823400
1311,OI,2,23.46,20151009,20.32,7,21.62,9625752
1312,OI,2,23.46,20151009,19.86,5,21.62,9625752
1313,MTL,3,109.22,20080215,88.85,3,102.19,5654937
1314,MTL,4,23.45,20080808,20.25,1,20.14,29748809
1315,MTL,1,5.16,20090403,3.93,14,4.12,19112404
1316,MTL,4,3.4,20090130,2.95,1,3.09,13698251
1317,MTL,4,9.5,20090717,7.35,1,7.39,23611551
1318,MTL,3,20.66,20091016,16.92,2,19.75,21064707
1319,MTL,4,21.85,20100108,18.82,1,19.21,11349420
1320,MTL,1,23.35,20100806,20.09,9,22.51,11795588
1321,MTL,3,22.23,20100723,17.45,3,18.5,18614665
1322,MTL,4,11.12,20111202,8.97,1,9.7,15692826
1323,MTL,2,10.42,20120120,8.37,4,9.87,9793931
1324,MTL,2,10.42,20120120,8.37,4,9.87,9793931
1325,MTL,2,6.79,20121214,5.84,4,6.29,10952616
1326,MTL,0,6.22,20161125,5.06,191,6.19,1569355
1327,MTL,1,3.33,20130906,2.84,9,2.96,9752712
1328,MTL,1,2.38,20140613,1.87,14,2.0,4582896
1329,MTL,4,2.04,20140321,1.72,1,1.76,9374909
1330,MTL,4,1.02,20141003,0.67,1,0.67,13917094
1331,MTL,3,0.775,20141219,0.6395,2,0.5318,8514850
1332,MTL,4,0.775,20141219,0.5415,1,0.5318,8514850
1333,MTL,4,1.08,20150828,0.7323,1,0.65,5003980
1334,MTL,3,1.88,20160304,1.59,3,1.76,1229934
1335,MTL,3,1.79,20160819,1.46,3,1.61,516905
1336,MTL,3,2.14,20160902,1.58,3,1.9,1735170
1337,MTL,1,6.01,20170428,5.1,8,5.3,1760851
1338,HOV,3,7.29,20080125,5.86,3,5.81,23634300
1339,HOV,2,7.66,20080808,5.98,6,6.77,15835900
1340,HOV,0,5.61,20090828,3.9,44,4.27,29819800
1341,HOV,3,1.1,20090313,0.85,2,0.66,8741100
1342,HOV,4,1.1,20090313,0.58,1,0.66,8741100
1343,HOV,4,1.87,20090327,1.18,1,1.44,22890400
1344,HOV,4,2.53,20090717,1.91,1,2.06,7656200
1345,HOV,2,4.47,20100319,3.88,5,4.42,12104400
1346,HOV,3,4.29,20100723,3.59,3,4.03,14103200
1347,HOV,0,2.82,20120203,2.45,35,2.57,15295200
1348,HOV,0,2.35,20120113,1.92,24,1.75,29932200
1349,HOV,2,1.47,20111028,1.22,4,1.38,8329000
1350,HOV,4,1.21,20111014,1.03,1,1.07,7622000
1351,HOV,2,2.16,20120608,1.7,5,1.73,30030400
1352,HOV,4,2.16,20120608,1.73,1,1.73,30030400
1353,HOV,2,2.92,20120831,2.33,4,2.68,17653700
1354,HOV,2,7.0,20121221,4.68,5,5.34,85426100
1355,HOV,4,5.67,20130426,4.92,1,4.91,31309900
1356,HOV,3,5.3,20140627,4.41,2,4.43,29400600
1357,HOV,3,1.78,20150828,1.5,3,1.55,12982924
1358,HOV,0,1.88,20160527,1.6,20,1.6,10492053
1359,HOV,3,1.74,20160304,1.41,3,1.6,9696291
1360,HOV,3,1.74,20160304,1.41,3,1.6,9696291
1361,HOV,3,1.83,20161118,1.56,3,1.76,4147209
1362,HOV,2,2.25,20171006,1.73,4,1.97,9721862
1363,WCN,4,68.9,20171006,1.93,1,70.08,4520378
1364,WCN,1,37.03,20080808,30.5,13,35.01,2738801
1365,WCN,1,33.5,20091204,28.94,9,32.22,1955934
1366,WCN,0,34.56,20130104,28.95,18,33.16,1343400
1367,BSD,0,11.78,20090828,10.09,47,11.43,38019
1368,BSD,4,8.4444,20081017,7.17,1,7.4,173680
1369,NCR,4,13.19,20081219,7.11,1,13.5,10725600
1370,NCR,0,23.76,20120727,20.6,199,22.78,9390600
1371,NCR,3,18.28,20081031,15.81,3,16.19,18328000
1372,NCR,2,9.62,20090327,7.92,4,8.74,8724700
1373,NCR,2,11.34,20091224,9.67,4,10.83,6483300
1374,NCR,4,10.72,20091211,9.27,1,9.29,22994100
1375,NCR,1,19.87,20111028,16.94,11,18.53,9845500
1376,NCR,1,23.76,20120727,20.63,8,22.78,9390600
1377,NCR,1,36.88,20130802,31.66,10,35.11,9655200
1378,NCR,1,33.7,20150619,29.21,9,31.14,28125324
1379,NCR,0,28.6,20160318,24.15,28,26.72,12572162
1380,NCR,2,27.31,20151106,23.27,6,26.74,6609438
1381,IDT,0,9.21,20100423,6.82,119,7.07,1150000
1382,IDT,0,3.92,20091030,3.35,77,3.7,681000
1383,IDT,4,0.695,20081017,0.57,1,0.64,3774900
1384,IDT,4,0.6,20081205,0.43,1,0.41,1789200
1385,IDT,4,0.37,20081226,0.24,1,0.36,3129300
1386,IDT,4,0.35,20090130,0.27,1,0.28,3512700
1387,IDT,3,1.81,20090605,1.57,2,1.65,393600
1388,IDT,4,3.49,20091009,2.98,1,3.05,270700
1389,IDT,3,4.2,20091204,3.63,3,3.78,207800
1390,IDT,3,5.04,20100212,4.22,3,4.93,263400
1391,IDT,3,5.48,20100312,4.74,2,5.0,295500
1392,IDT,4,9.97,20100514,8.11,1,8.77,936400
1393,IDT,2,18.43,20100924,14.55,4,15.8,2022300
1394,IDT,3,27.81,20110401,23.69,2,25.57,2001000
1395,IDT,2,21.88,20110916,18.8,4,20.39,723900
1396,IDT,0,15.94,20130510,13.31,79,14.24,990000
1397,IDT,4,13.36,20111202,11.45,1,11.9,1481900
1398,IDT,1,17.78,20141114,15.31,15,17.31,645784
1399,IDT,3,16.48,20141031,14.28,3,14.94,903134
1400,IDT,1,19.64,20150605,17.02,11,18.1,633370
1401,IDT,0,14.9,20160318,12.95,20,14.54,364266
1402,IDT,1,14.55,20160311,12.55,15,13.75,404454
1403,IDT,2,14.63,20170413,12.34,4,13.22,1634778
1404,IDT,2,15.68,20171201,12.95,7,14.5,1110051
1405,BYD,4,28.89,20171110,12.84,1,29.16,4322892
1406,BYD,0,17.93,20151016,15.53,386,17.8,4794607
1407,BYD,3,12.01,20080801,9.06,3,9.4,28602400
1408,BYD,4,6.8,20081031,4.01,1,4.07,13773500
1409,BYD,4,4.4,20081128,3.29,1,3.36,6039400
1410,BYD,4,4.4,20081128,3.29,1,3.36,6039400
1411,BYD,4,4.03,20090313,3.1,1,3.11,9076900
1412,BYD,4,5.5,20090403,3.91,1,3.75,9166400
1413,BYD,3,9.1,20090724,7.89,2,9.05,7149200
1414,BYD,3,9.51,20091113,7.36,2,7.94,10753100
1415,BYD,0,11.48,20130426,8.94,104,8.48,27861400
1416,BYD,3,9.27,20110701,7.78,3,8.27,16603500
1417,BYD,1,6.27,20111014,5.35,8,5.77,7204700
1418,BYD,3,6.27,20111014,4.9,2,5.77,7204700
1419,BYD,3,6.27,20111014,4.9,2,5.77,7204700
1420,BYD,0,8.27,20130328,6.94,45,7.51,9700900
1421,BYD,2,5.89,20121214,5.07,5,5.66,6778400
1422,BYD,3,7.77,20130208,6.57,3,6.88,17434200
1423,BYD,1,12.29,20140110,10.07,9,11.49,24368300
1424,BYD,2,12.08,20140307,10.45,4,11.41,22391600
1425,BYD,2,11.14,20140905,9.46,4,10.66,3082300
1426,BYD,1,12.78,20141128,10.54,8,11.79,5235758
1427,BHP,4,21.91,20160129,16.87,1,21.24,20840345
1428,BHP,4,38.88,20081031,31.06,1,30.0,34887308
1429,BHP,2,72.97,20091023,62.52,7,72.2,24501484
1430,BHP,3,37.76,20151009,31.87,2,33.08,22433037
1431,BHP,2,23.98,20160219,20.19,5,22.74,15450803
1432,MGU,0,25.0,20140516,21.71,305,24.82,133343
1433,MGU,0,17.38,20101015,14.75,106,17.04,387148
1434,MGU,3,10.6,20081212,8.99,3,10.0,1012656
1435,MGU,1,11.61,20090508,9.995,10,11.03,388908
1436,SEMG,4,23.25,20101022,15.29,1,23.3,36000
1437,SEMG,0,29.44,20111111,25.23,23,28.19,2965700
1438,SEMG,1,28.32,20111028,23.28,13,27.01,7689300
1439,SEMG,3,79.82,20140703,68.3,3,78.23,1741300
1440,SEMG,2,81.2,20150306,70.01,4,77.49,2467410
1441,SEMG,0,31.09,20160520,26.75,23,29.6,2432655
1442,SEMG,1,23.92,20160318,19.75,9,20.92,3529986
1443,HCA,4,87.2,20170630,24.5,1,86.23,7890104
1444,HCA,4,21.23,20110916,18.3,1,17.795,26322800
1445,HCA,4,21.23,20110916,18.3,1,17.795,26322800
1446,VRS,0,2.3,20090814,1.93,43,2.25,2812400
1447,VRS,2,0.76,20090320,0.64,4,0.56,665500
1448,VRS,4,0.55,20090313,0.36,1,0.36,578100
1449,VRS,3,1.14,20090501,0.67,3,0.67,2324200
1450,VRS,3,2.21,20090807,1.59,2,1.78,4636200
1451,VRS,2,3.34,20100108,2.3,4,2.64,969300
1452,VRS,2,3.34,20100108,2.3,4,2.64,969300
1453,VRS,4,3.34,20100108,2.61,1,2.64,969300
